Species,Year,Flat,Fleet,Stock,GearGrp,GearCode,Qty_t
BFT,2007,Algerie,DZA-JPN,MED,LL,LL,678
BFT,2007,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,7.45163
BFT,2007,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,1.04968
BFT,2007,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,0.1905
BFT,2007,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,2.97576
BFT,2007,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,0.40043
BFT,2007,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,1.96663
BFT,2007,EU.España,EU.ESP,ATE,TP,TRAP,1348.322
BFT,2007,EU.España,EU.ESP,ATE,HL,HAND,10.41
BFT,2007,EU.España,EU.ESP,ATE,BB,BB,217.589
BFT,2007,EU.España,EU.ESP-ES-CANT_BFT,ATE,BB,BB,1572.109905
BFT,2007,EU.España,EU.ESP-ES-CANT_ALB,ATE,TR,TROL,0.40426
BFT,2007,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,113.1142551
BFT,2007,EU.España,EU.ESP-ES-MEDI_PS,MED,PS,PS,1649.397
BFT,2007,EU.España,EU.ESP-ES-MEDI_SWO,MED,LL,LLHB,12.0754
BFT,2007,EU.España,EU.ESP-ES-MEDI,MED,LL,LLJAP,346.0365
BFT,2007,EU.España,EU.ESP-ES-MEDI,MED,LL,LLALB,386.5071
BFT,2007,EU.España,EU.ESP-ES-MEDI_SPOR,MED,SP,SPOR,20
BFT,2006,Turkey,TUR,MED,PS,PS,806
BFT,2007,Turkey,TUR,MED,PS,PS,918
BFT,2006,Japan,JPN,ATW,LL,LLHB,376
BFT,2006,Japan,JPN,ATE,LL,LLHB,1896
BFT,2006,Japan,JPN,MED,LL,LLHB,556
BFT,2007,EU.France,EU.FRA-MED,MED,PS,PS,9543.488
BFT,2007,EU.France,EU.FRA-FR,ATE,BB,BB,127.61
BFT,2007,EU.France,EU.FRA-FR,ATE,LL,LL,0.631
BFT,2007,EU.France,EU.FRA-FR,ATE,TW,TRAW,500.895
BFT,2007,Libya,LBY,MED,LL,LL,158.23
BFT,2007,Libya,LBY,MED,PS,PS,1200
BFT,2007,Tunisie,TUN-TUN-KELIBIA,MED,PS,PS,39.055
BFT,2007,Tunisie,TUN-TUN-MAHDIA,MED,PS,PS,239
BFT,2007,Tunisie,TUN-TUN-SFAX,MED,PS,PS,132.945
BFT,2007,Tunisie,TUN-TUN-SOUSSE,MED,PS,PS,16
BFT,2007,Syria,SYR,MED,PS,PS,16.863
BFT,2007,Syria,SYR,MED,LL,LL,32.757
BFT,2008,Syria,SYR,MED,PS,PS,25.534
BFT,2008,Syria,SYR,MED,LL,LL,14.966
BFT,2007,Korea Rep.,KOR-MLT,MED,PS,PS,276
BFT,2006,Chinese Taipei,TAI,MED,LL,LL,5
BFT,2006,Chinese Taipei,TAI,ATE,LL,LL,4
BFT,2007,U.S.A.,USA-Com,ATW,HP,HARP,22.53
BFT,2007,U.S.A.,USA-Com,ATW,LL,LL,32.052
BFT,2007,U.S.A.,USA-Com,ATW,LL,LL,31.331
BFT,2007,U.S.A.,USA-Com,ATW,LL,LL,10.43
BFT,2007,U.S.A.,USA-Com,ATW,PS,PS,27.948
BFT,2007,U.S.A.,USA,ATW,RR,RRFB,235.357
BFT,2007,U.S.A.,USA,ATW,RR,RRFS,398.587
BFT,2007,FR.St Pierre et Miquelon,FR.SPM-CAN,ATW,LL,LL,4.428
BFT,2008,FR.St Pierre et Miquelon,FR.SPM-CAN,ATW,LL,LL,3.11
BFT,1985,Chinese Taipei,TAI,ATE,LL,LLFB,15.6
BFT,1986,Chinese Taipei,TAI,ATE,LL,LLFB,196.8
BFT,1987,Chinese Taipei,TAI,ATE,LL,LLFB,20.4
BFT,1987,Chinese Taipei,TAI,ATW,LL,LLFB,3.6
BFT,1989,Chinese Taipei,TAI,ATE,LL,LLFB,109.2
BFT,1989,Chinese Taipei,TAI,ATW,LL,LLFB,20.4
BFT,1975,Cuba,CUB,ATW,LL,LL,40.395
BFT,1977,Cuba,CUB,ATW,LL,LL,1.379
BFT,1978,Cuba,CUB,ATW,LL,LL,2.071
BFT,1980,Cuba,CUB,ATW,LL,LL,0.508
BFT,2003,Korea Rep.,KOR,ATE,LL,LL,0.081
BFT,2004,Korea Rep.,KOR,ATE,LL,LL,3.151
BFT,1997,EU.España,EU.ESP,MED,TR,TROL,4
BFT,1996,Mexico,MEX,ATW,LL,LL,18.6
BFT,2004,EU.Croatia,EU.HRV,MED,HL,HAND,0.45
BFT,2008,EU.Ireland,EU.IRL,ATE,TW,TRAWPP,0.873
BFT,2008,EU.Cyprus,EU.CYP,MED,LL,LL,1.838
BFT,2008,EU.Cyprus,EU.CYP,MED,PS,PS,127
BFT,2008,EU.Cyprus,EU.CYP,MED,HL,HAND,3.478
BFT,2008,EU.Italy,EU.ITA,MED,LL,LL,215.618
BFT,2008,EU.Italy,EU.ITA,MED,PS,PS,154.569
BFT,2008,EU.Italy,EU.ITA,MED,TP,TRAP,148.562
BFT,2008,EU.Italy,EU.ITA,MED,SP,SPOR,16.583
BFT,2008,EU.Italy,EU.ITA,MED,PS,PS,1698.945
BFT,2008,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,24.3904
BFT,2008,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,6.006
BFT,2008,EU.España,EU.ESP-ES-SWO,ATE,LL,LLHB,3.563
BFT,2008,EU.España,EU.ESP,ATE,TP,TRAP,1194.255
BFT,2008,EU.España,EU.ESP,ATE,HL,HAND,6.283
BFT,2008,EU.España,EU.ESP,ATE,BB,BB,284.664
BFT,2008,EU.España,EU.ESP-ES-CANT_BFT,ATE,BB,BB,1433.652
BFT,2008,EU.España,EU.ESP-ES-CANT_ALB,ATE,TR,TROL,0.599
BFT,2008,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,8.59
BFT,2008,EU.España,EU.ESP-ES-MEDI_PS,MED,PS,PS,1645.132
BFT,2008,EU.España,EU.ESP-ES-MEDI_SWO,MED,LL,LLHB,8.225
BFT,2008,EU.España,EU.ESP-ES-MEDI,MED,LL,LLJAP,510.722
BFT,2008,EU.España,EU.ESP-ES-MEDI,MED,LL,LLALB,285.51
BFT,2008,EU.España,EU.ESP,MED,HL,HAND,5.998
BFT,2008,EU.España,EU.ESP-ES-MEDI_SPOR,MED,SP,SPOR,9.1
BFT,2008,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,0.1
BFT,2008,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,0.275
BFT,2008,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,11.653
BFT,2008,EU.Portugal,EU.PRT-PT-MAINLND,ATW,LL,LLHB,0.04
BFT,2008,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,0.017
BFT,2008,EU.United Kingdom,EU.UK,ATE,TN,TN,0.012
BFT,2008,Libya,LBY,MED,LL,LL,50.71
BFT,2008,Libya,LBY,MED,PS,PS,1267.009
BFT,2008,Algerie,DZA-JPN,MED,LL,LL,339
BFT,2008,Algerie,DZA-TUR,MED,PS,PS,84
BFT,2008,Algerie,DZA,MED,GN,GILL,888
BFT,2008,Canada,CAN,ATW,LL,LL-surf,23.601
BFT,2008,Canada,CAN,ATW,RR,RR,469.202
BFT,2008,Canada,CAN,ATW,TL,TL,23.772
BFT,2008,Canada,CAN,ATW,TP,TRAP,23.005
BFT,2008,Canada,CAN,ATW,HP,HARP,23.385
BFT,2008,Canada,CAN,ATW,UN,UNCL,3.518
BFT,2008,Canada,CAN,ATW,LL,LL-surf,5.312
BFT,2008,Canada,CAN,ATW,RR,RR,2.242
BFT,2008,Canada,CAN,ATW,HP,HARP,0.249
BFT,2008,Canada,CAN,ATW,UN,UNCL,0.501
BFT,2008,Canada,CAN,ATW,LL,LL-surf,1.2
BFT,2008,China PR,CHN,ATE,LL,LL,119
BFT,2008,EU.Croatia,EU.HRV,MED,PS,PS,6.975
BFT,2008,EU.Croatia,EU.HRV,MED,HL,HAND,8.473
BFT,2008,EU.Croatia,EU.HRV,MED,LL,LL,4.259
BFT,2008,EU.Croatia,EU.HRV,MED,PS,PS,814.32
BFT,2008,EU.Malta,EU.MLT,MED,LL,LL,164.947
BFT,2008,EU.Malta,EU.MLT,MED,PS,PS,130.965
BFT,2008,Maroc,MAR,ATE,TP,TRAP,1947
BFT,2008,Maroc,MAR,MED,LL,LL,528
BFT,2008,Maroc,MAR,MED,TP,TRAP,3
BFT,2008,Mexico,MEX,ATW,LL,LL,7.17
BFT,2008,Norway,NOR,ATE,TW,TRAWP,0.3
BFT,2007,Japan,JPN,ATW,LL,LLHB,277
BFT,2007,Japan,JPN,ATE,LL,LLHB,1612
BFT,2007,Japan,JPN,MED,LL,LLHB,466
BFT,2008,Korea Rep.,KOR-MLT,MED,PS,PS,335
BFT,2008,Tunisie,TUN-TUN-MAHDIA,MED,PS,PS,80.755
BFT,2008,Tunisie,TUN-TUN-MAHDIA,MED,PS,PS,235
BFT,2008,Tunisie,TUN-TUN-MONAST,MED,PS,PS,5.578
BFT,2008,Tunisie,TUN-TUN-SFAX,MED,PS,PS,694.434
BFT,2008,Tunisie,TUN-TUN-SFAX,MED,PS,PS,1663.48
BFT,2007,U.S.A.,USA-Com,ATW,LL,LL,49.284
BFT,2007,U.S.A.,USA-Com,ATW,LL,LL,48.729
BFT,2007,U.S.A.,USA-Com,ATW,LL,LL,1.626
BFT,2008,Iceland,ISL,MED,PS,PS,50
BFT,2008,Turkey,TUR,MED,PS,PS,877.13
BFT,2008,Turkey,TUR,MED,PS,PS,2.035
BFT,2006,China PR,CHN,ATE,LL,LL,42
BFT,2008,EU.France,EU.FRA-FR,ATE,BB,BB,67.487
BFT,2008,EU.France,EU.FRA-FR,ATE,TW,TRAW,179.83
BFT,2008,EU.France,EU.FRA-FR,ATE,UN,UNCL,5.447
BFT,2008,EU.France,EU.FRA-MED,MED,PS,PS,2536.42813
BFT,2008,EU.France,EU.FRA-MED,MED,UN,UNCL,133.608
BFT,2009,Canada,CAN,ATW,LL,LL-surf,42.964
BFT,2009,Canada,CAN,ATW,RR,RR,389.76
BFT,2009,Canada,CAN,ATW,TL,TL,29.003
BFT,2009,Canada,CAN,ATW,TP,TRAP,23.463
BFT,2009,Canada,CAN,ATW,HP,HARPE,17.824
BFT,2009,Canada,CAN,ATW,LL,LL-surf,18.61
BFT,2009,Canada,CAN,ATW,RR,RR,0.374
BFT,2009,Canada,CAN,ATW,TL,TL,7.869
BFT,2009,Canada,CAN,ATW,HP,HARP,0.316
BFT,2009,EU.Ireland,EU.IRL,ATE,TW,TRAWPP,1.045
BFT,2009,EU.Malta,EU.MLT,MED,LL,LLBFT,262.588785
BFT,2009,EU.Cyprus,EU.CYP,MED,LL,LL,2.178
BFT,2009,EU.Italy,EU.ITA,MED,PS,PS,1801.062
BFT,2009,EU.Italy,EU.ITA,MED,LL,LL,193.204
BFT,2009,EU.Italy,EU.ITA,MED,PS,PS,538.321
BFT,2009,EU.Italy,EU.ITA,MED,SP,SPOR,58.2058
BFT,2009,EU.Italy,EU.ITA,MED,TP,TRAP,143.94045
BFT,2008,U.S.A.,USA-Com,ATW,LL,LL,25.691282
BFT,2008,U.S.A.,USA-Com,ATW,LL,LL,86.047
BFT,2008,U.S.A.,USA-Com,ATW,HL,HAND,0.555203
BFT,2008,U.S.A.,USA-Com,ATW,HP,HARP,30.198222
BFT,2008,U.S.A.,USA-Com,ATW,LL,LL,40.457341
BFT,2008,U.S.A.,USA-Com,ATW,LL,LL,66.929
BFT,2008,U.S.A.,USA,ATW,RR,RRFB,305.720228
BFT,2008,U.S.A.,USA-Rec,ATW,RR,RRFS,352.18
BFT,2008,U.S.A.,USA,ATW,UN,UNCL,0.322
BFT,2008,U.S.A.,USA-Com,ATW,LL,LL,8.837769
BFT,2008,U.S.A.,USA-Com,ATW,LL,LL,4.698
BFT,2009,Libya,LBY,MED,LL,LL,34.364
BFT,2009,Libya,LBY,MED,PS,PS,1047.275
BFT,2009,EU.Croatia,EU.HRV,MED,PS,PS,608.969
BFT,2009,EU.Croatia,EU.HRV,MED,HL,HAND,6.998
BFT,2009,EU.Croatia,EU.HRV,MED,PS,PS,0.461
BFT,2009,EU.Croatia,EU.HRV,MED,LL,LL,2.197
BFT,2007,EU.Croatia,EU.HRV,MED,HL,HAND,8.455
BFT,2007,EU.Croatia,EU.HRV,MED,LL,LL,0.316
BFT,2007,EU.Croatia,EU.HRV,MED,PS,PS,816.546
BFT,2009,FR.St Pierre et Miquelon,FR.SPM-CAN,ATW,LL,LL,1.612
BFT,2008,Japan,JPN,ATW,LL,LLHB,491.6
BFT,2008,Japan,JPN,ATE,LL,LLHB,2350.58
BFT,2008,Japan,JPN,MED,LL,LLHB,79.96
BFT,2008,EU.Greece,EU.GRC,MED,LL,LL,49.81
BFT,2008,EU.Greece,EU.GRC,MED,HL,HAND,93.179
BFT,2008,EU.Greece,EU.GRC,MED,PS,PS,207
BFT,2009,Maroc,MAR,ATE,TP,TRAP,1909
BFT,2009,Maroc,MAR,MED,HL,HAND,2
BFT,2009,Maroc,MAR,MED,PS,PS,367
BFT,2009,Tunisie,TUN-TUN-MAHDIA,MED,PS,PS,28.757
BFT,2009,Tunisie,TUN-TUN-MONAST,MED,PS,PS,4.565
BFT,2009,Tunisie,TUN-TUN-SFAX,MED,PS,PS,95.672
BFT,2009,Tunisie,TUN-TUN-MAHDIA,MED,PS,PS,79
BFT,2009,Tunisie,TUN-TUN-SFAX,MED,PS,PS,1723.73
BFT,2009,EU.Greece,EU.GRC,MED,LL,LL,109.342
BFT,2009,EU.Greece,EU.GRC,MED,HL,HAND,66.211
BFT,2009,EU.Greece,EU.GRC,MED,PS,PS,197.6
BFT,2009,EU.United Kingdom,EU.UK,ATE,TW,TRAW,0.5615
BFT,2009,EU.France,EU.FRA-MED,MED,PS,PS,2917.963
BFT,2009,EU.France,EU.FRA-FR,ATE,BB,BB,62.15
BFT,2009,EU.France,EU.FRA-FR,ATE,TW,TRAW,295.168
BFT,2009,EU.France,EU.FRA-FR,ATE,LL,LL,8.926
BFT,2009,EU.France,EU.FRA-FR,ATE,TR,TROL,0.021
BFT,2009,EU.España,EU.ESP,MED,HL,HAND,4.46323
BFT,2009,EU.España,EU.ESP-ES-MEDI,MED,LL,LLALB,194.86042
BFT,2009,EU.España,EU.ESP-ES-MEDI,MED,LL,LLJAP,364.43084
BFT,2009,EU.España,EU.ESP,ATE,BB,BB,264.3147
BFT,2009,EU.España,EU.ESP,ATE,HL,HAND,1.97716
BFT,2009,EU.España,EU.ESP,ATE,TP,TRAP,1209.166
BFT,2009,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,1.978
BFT,2009,EU.España,EU.ESP-ES-CANT_BFT,ATE,BB,BB,931.12593
BFT,2009,EU.España,EU.ESP-ES-MEDI_PS,MED,PS,PS,1166.69
BFT,2009,EU.España,EU.ESP-ES-MEDI_SPOR,MED,SP,SPOR,7.629
BFT,2009,EU.España,EU.ESP-ES-MEDI_SWO,MED,LL,LLHB,31.12818
BFT,2009,UK.Bermuda,UK.BMU,ATW,LL,LL,0.27
BFT,2009,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,4.604
BFT,2009,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,0.607
BFT,2009,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,46.192
BFT,2009,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,0.14
BFT,2009,EU.Portugal,EU.PRT-PT-MAINLND,ATE,PS,PS,0.4367
BFT,2009,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,1.28267
BFT,2009,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,0.125
BFT,2009,Korea Rep.,KOR-MLT,MED,PS,PS,102
BFT,2009,Canada,CAN,ATW,LL,LL-surf,2.9
BFT,2009,Mexico,MEX,ATW,LL,LL,9.904
BFT,2009,China PR,CHN,ATE,LL,LL,41.7
BFT,2009,Turkey,TUR,MED,PS,PS,665.445
BFT,2009,U.S.A.,USA-Com,ATW,LL,LL,33.214642
BFT,2009,U.S.A.,USA-Com,ATW,LL,LL,46.31447
BFT,2009,U.S.A.,USA-Com,ATW,HL,HAND,0.125193
BFT,2009,U.S.A.,USA-Com,ATW,PS,PS,11.43971696
BFT,2009,U.S.A.,USA-Com,ATW,HP,HARP,65.656355
BFT,2009,U.S.A.,USA-Com,ATW,LL,LL,51.085059
BFT,2009,U.S.A.,USA-Rec,ATW,RR,RRFS,143.262624
BFT,2009,U.S.A.,USA,ATW,RR,RRFB,717.09246
BFT,2009,U.S.A.,USA-Com,ATW,LL,LL,78.428
BFT,2009,U.S.A.,USA-Com,ATW,LL,LL,120.386
BFT,2009,U.S.A.,USA-Com,ATW,LL,LL,5.582
BFT,2010,EU.Ireland,EU.IRL,ATE,TW,TRAWPP,2.15
BFT,2010,EU.Greece,EU.GRC,MED,LL,LL-deri,51.586
BFT,2010,EU.Greece,EU.GRC,MED,HL,HAND,135.112
BFT,2010,EU.Greece,EU.GRC,MED,PS,PS,37.04
BFT,2010,Mexico,MEX,ATW,LL,LL,14.058
BFT,2010,Maroc,MAR,MED,LL,LL,107
BFT,2010,Maroc,MAR,MED,PS,PS,98
BFT,2010,Maroc,MAR,ATE,TP,TRAP,1348
BFT,2010,Canada,CAN,ATW,LL,LL-surf,61.936
BFT,2010,Canada,CAN,ATW,RR,RR,322.407
BFT,2010,Canada,CAN,ATW,TL,TL,20.856
BFT,2010,Canada,CAN,ATW,TP,TRAP,38.787
BFT,2010,Canada,CAN,ATW,HP,HARPE,22.045
BFT,2010,Canada,CAN,ATW,LL,LL-surf,2.946
BFT,2010,Canada,CAN,ATW,RR,RR,1.594
BFT,2010,Canada,CAN,ATW,TL,TL,19.425
BFT,2010,Canada,CAN,ATW,HP,HARPE,15.367
BFT,2010,EU.Croatia,EU.HRV,MED,PS,PS,369.539
BFT,2010,EU.Croatia,EU.HRV,MED,HL,HAND,16.074
BFT,2010,EU.Croatia,EU.HRV,MED,LL,LL,0.072
BFT,2010,EU.Croatia,EU.HRV,MED,HL,SPHL,2.872
BFT,2010,EU.France,EU.FRA-MED,MED,PS,PS,1545.69119
BFT,2010,EU.France,EU.FRA-MED,MED,TW,TRAW,1.0476
BFT,2010,EU.France,EU.FRA-MED,MED,UN,UNCL,184.39148
BFT,2010,EU.France,EU.FRA-FR,ATE,BB,BB,83.0945
BFT,2010,EU.France,EU.FRA-FR,ATE,TW,TRAW,121.70194
BFT,2010,EU.France,EU.FRA-FR,ATE,TR,TROL,0.3599
BFT,2010,EU.France,EU.FRA-FR,ATE,UN,UNCL,18.861
BFT,2010,EU.France,EU.FRA-FR,ATE,HL,SPHL,4.11549
BFT,2010,EU.France,EU.FRA-MED,MED,HL,SPHL,23.09078
BFT,2010,EU.Cyprus,EU.CYP,MED,LL,LLSWO,2.869
BFT,2010,Turkey,TUR,MED,PS,PS,409.377
BFT,2010,Turkey,TUR,MED,GN,GILL,0.121
BFT,2009,Japan,JPN,ATE,LL,LLHB,27.605
BFT,2009,Japan,JPN,ATE,LL,LLHB,895.365
BFT,2009,Japan,JPN,ATE,LL,LLHB,943.127
BFT,2009,Japan,JPN,ATE,LL,LLHB,1.752
BFT,2009,Japan,JPN,ATE,LL,LLHB,3.963
BFT,2009,Japan,JPN,ATE,LL,LLHB,32.166
BFT,2009,Japan,JPN,MED,LL,LLHB,18.453
BFT,2009,Japan,JPN,ATW,LL,LLHB,0.304
BFT,2009,Japan,JPN,ATW,LL,LLHB,21.009
BFT,2009,Japan,JPN,ATW,LL,LLHB,45.394
BFT,2009,Japan,JPN,ATW,LL,LLHB,95.491
BFT,2010,EU.Portugal,EU.PRT-PT-MAINLND,ATE,PS,PS,0.3118
BFT,2010,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,0.031
BFT,2010,EU.Portugal,EU.PRT-PT-MAINLND,ATE,PS,PS,0.3118
BFT,2010,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,0.044
BFT,2010,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,57.098
BFT,2010,EU.Italy,EU.ITA-IT-ADRIAT,MED,LL,LLBFT,355.6209289
BFT,2010,EU.Italy,EU.ITA-IT-IONIAN,MED,LL,LLBFT,2.078844089
BFT,2010,EU.Italy,EU.ITA-IT-LIGURY,MED,LL,LLBFT,1.108717
BFT,2010,EU.Italy,EU.ITA-IT-SIC.ST,MED,LL,LLBFT,161.179712
BFT,2010,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLBFT,0.554358
BFT,2010,EU.Italy,EU.ITA-IT-SARDHA,MED,TP,TRAP,280.8347
BFT,2010,EU.Italy,EU.ITA-IT-ADRIAT,MED,SP,SPOR,109.45865
BFT,2010,EU.Italy,EU.ITA-IT-IONIAN,MED,SP,SPOR,17.7041
BFT,2010,EU.Italy,EU.ITA-IT-LIGURY,MED,SP,SPOR,1.5688
BFT,2010,EU.Italy,EU.ITA-IT-SARDHA,MED,SP,SPOR,16.273
BFT,2010,EU.Italy,EU.ITA-IT-TYRREN,MED,SP,SPOR,16.17789
BFT,2010,EU.Italy,EU.ITA-IT-SIC.ST,MED,SP,SPOR,0.08
BFT,2010,EU.Italy,EU.ITA-IT-ADRIAT,MED,UN,UNCL,4.2951
BFT,2010,EU.Italy,EU.ITA-IT-IONIAN,MED,UN,UNCL,11.35775
BFT,2010,EU.Italy,EU.ITA-IT-LIGURY,MED,UN,UNCL,3.5296
BFT,2010,EU.Italy,EU.ITA-IT-SARDHA,MED,UN,UNCL,0.788
BFT,2010,EU.Italy,EU.ITA-IT-SIC.ST,MED,UN,UNCL,2.22502
BFT,2010,EU.Italy,EU.ITA-IT-TYRREN,MED,UN,UNCL,6.3019
BFT,2010,EU.Italy,EU.ITA,MED,UN,UNCL,61.421
BFT,2010,Tunisie,TUN,MED,PS,PS,1036.78
BFT,2010,Tunisie,TUN,MED,PS,PS,5.4
BFT,2010,Canada,CAN,ATW,LL,LL-surf,7.5
BFT,2010,Canada,CAN,ATW,LL,LL-surf,17
BFT,2010,FR.St Pierre et Miquelon,FR.SPM-CAN,ATW,LL,LL,8.088
BFT,2010,Libya,LBY,MED,PS,PS,644.583
BFT,2010,Syria,SYR,MED,PS,PS,33.83
BFT,2010,China PR,CHN,ATE,LL,LL,38.22
BFT,2011,Canada,CAN,ATW,LL,LL-surf,51.502
BFT,2011,Canada,CAN,ATW,RR,RR,294.222
BFT,2011,Canada,CAN,ATW,TL,TL,30.429
BFT,2011,Canada,CAN,ATW,TP,TRAP,26.259
BFT,2011,Canada,CAN,ATW,HP,HARPE,25.587
BFT,2011,Canada,CAN,ATW,UN,UNCL,0.34
BFT,2011,Canada,CAN,ATW,LL,LL-surf,24.561
BFT,2011,Canada,CAN,ATW,RR,RR,0.242
BFT,2011,Canada,CAN,ATW,TR,TROL,16.346
BFT,2011,Canada,CAN,ATW,HP,HARPE,4.597
BFT,2011,Mexico,MEX,ATW,LL,LL,13.501
BFT,2011,Mexico,MEX,ATW,LL,LL,0.2
BFT,2010,Japan,JPN,ATE,LL,LLHB,1.2006
BFT,2010,Japan,JPN,ATE,LL,LLHB,14.8074
BFT,2010,Japan,JPN,ATW,LL,LLHB,18.45212
BFT,2010,Japan,JPN,ATW,LL,LLHB,124.42044
BFT,2010,Japan,JPN,ATW,LL,LLHB,209.89736
BFT,2010,Japan,JPN,ATE,LL,LLHB,548.2566
BFT,2010,Japan,JPN,ATE,LL,LLHB,591.02116
BFT,2011,Iceland,ISL,ATE,TW,TRAWP,2.062
BFT,2011,Canada,CAN,ATW,LL,LL-surf,30.3
BFT,2011,Canada,CAN,ATW,LL,LL-surf,5.7
BFT,2011,Albania,ALB,MED,PS,PS,0.154
BFT,2011,EU.Cyprus,EU.CYP,MED,LL,LLSWO,2.487
BFT,2011,EU.Cyprus,EU.CYP,MED,LL,LLBFT,7.39
BFT,2011,EU.France,EU.FRA-FR,ATE,LL,LL,32.1932
BFT,2011,EU.France,EU.FRA-FR,ATE,TW,TRAWP,28.421
BFT,2011,EU.France,EU.FRA-FR,ATE,BB,BB,73.503
BFT,2011,EU.France,EU.FRA-FR,ATE,TR,TROL,0.4007
BFT,2011,EU.France,EU.FRA-MED,MED,LL,LL,19.7444
BFT,2011,EU.France,EU.FRA-MED,MED,PS,PS,677.63786
BFT,2011,EU.France,EU.FRA-MED,MED,TW,TRAW,0.79162
BFT,2011,EU.France,EU.FRA-MED,MED,UN,UNCL,92.62968
BFT,2011,EU.France,EU.FRA-MED,MED,HL,SPHL,13.971
BFT,2011,EU.Ireland,EU.IRL,ATE,TW,TRAWPP,4.39
BFT,2011,EU.Italy,EU.ITA,MED,SP,SPOR,66.0512
BFT,2011,EU.Italy,EU.ITA-IT-ADRIAT,MED,LL,LLBFT,3.3081
BFT,2011,EU.Italy,EU.ITA-IT-IONIAN,MED,LL,LLBFT,4.748
BFT,2011,EU.Italy,EU.ITA-IT-SARDHA,MED,TP,TRAP,164.7472
BFT,2011,EU.Italy,EU.ITA-IT-SIC.ST,MED,LL,LLBFT,582.3422
BFT,2011,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLBFT,79.11827
BFT,2011,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,4.7298
BFT,2011,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,747.42497
BFT,2011,EU.Italy,EU.ITA,MED,UN,UNCL,130.03891
BFT,2011,EU.Croatia,EU.HRV,MED,HL,HAND,5.564
BFT,2011,EU.Croatia,EU.HRV,MED,LL,LL,0.417
BFT,2011,EU.Croatia,EU.HRV,MED,HL,SPHL,3.039
BFT,2011,EU.Croatia,EU.HRV,MED,PS,PS,4.42
BFT,2011,EU.Croatia,EU.HRV,MED,PS,PS,361.585
BFT,2011,China PR,CHN,ATE,LL,LL,35.92868
BFT,2011,Tunisie,TUN-TUN-MAHDIA,MED,PS,PS,0.798
BFT,2011,Tunisie,TUN-TUN-MAHDIA,MED,PS,PS,132.945
BFT,2011,Tunisie,TUN-TUN-SFAX,MED,PS,PS,6.802
BFT,2011,Tunisie,TUN-TUN-SFAX,MED,PS,PS,710.982
BFT,2011,UK.Bermuda,UK.BMU,ATW,LL,LLSWO,0.255
BFT,2011,Turkey,TUR,MED,PS,PS,4.163
BFT,2011,Turkey,TUR,MED,PS,PS,8.175
BFT,2011,Turkey,TUR,MED,PS,PS,515.194
BFT,2011,Maroc,MAR,ATE,TP,TRAP,1055
BFT,2011,Maroc,MAR,MED,HL,HAND,78
BFT,2011,Maroc,MAR,MED,PS,PS,103
BFT,2011,Maroc,MAR,MED,LL,LL,1
BFT,2011,FR.St Pierre et Miquelon,FR.SPM-CAN,ATW,LL,LL,0.434
BFT,2011,EU.Malta,EU.MLT,MED,LL,LL-surf,91.7706
BFT,2011,EU.Malta,EU.MLT,MED,PS,PS,50.02
BFT,2011,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,0.3335
BFT,2011,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,179.919
BFT,2010,U.S.A.,USA-Com,ATW,LL,LL,20.772929
BFT,2010,U.S.A.,USA-Com,ATW,HL,HAND,2.676676041
BFT,2010,U.S.A.,USA-Com,ATW,HP,HARP,28.990747
BFT,2010,U.S.A.,USA-Com,ATW,LL,LL,54.622604
BFT,2010,U.S.A.,USA,ATW,RR,RRFB,570.786138
