Tag_ID,Rec_ID,Investigator,Contact_Person,Species,Length_cm,Weight_kg,Stock_Area,Start_Date,End_Date,Days_Area
120103,693,GBYP,A_DiNatale,BFT,129,NA,SE_ATL,10/20/2012,10/20/2012,1
120103,694,GBYP,A_DiNatale,BFT,129,NA,W_MED,10/21/2012,5/6/2013,198
120105,695,GBYP,A_DiNatale,BFT,124,NA,SE_ATL,10/13/2012,10/13/2012,1
120105,696,GBYP,A_DiNatale,BFT,124,NA,W_MED,10/14/2012,10/30/2012,17
120105,697,GBYP,A_DiNatale,BFT,124,NA,SE_ATL,10/31/2012,11/12/2012,13
120105,698,GBYP,A_DiNatale,BFT,124,NA,W_MED,11/13/2012,11/21/2012,9
120106,699,GBYP,A_DiNatale,BFT,NA,NA,SE_ATL,10/30/2012,10/30/2012,1
120106,700,GBYP,A_DiNatale,BFT,NA,NA,W_MED,10/31/2012,11/7/2012,8
120107,701,GBYP,A_DiNatale,BFT,99,NA,SE_ATL,11/9/2012,11/9/2012,1
120107,702,GBYP,A_DiNatale,BFT,99,NA,W_MED,11/10/2012,5/3/2013,175
120108,703,GBYP,A_DiNatale,BFT,115,NA,SE_ATL,10/21/2012,5/12/2013,204
120108,704,GBYP,A_DiNatale,BFT,115,NA,W_MED,5/13/2013,5/20/2013,8
120109,705,GBYP,A_DiNatale,BFT,107,NA,SE_ATL,10/12/2012,10/12/2012,1
120109,706,GBYP,A_DiNatale,BFT,107,NA,W_MED,10/13/2012,12/26/2012,75
120109,707,GBYP,A_DiNatale,BFT,107,NA,SE_ATL,12/27/2012,5/4/2013,129
120109,708,GBYP,A_DiNatale,BFT,107,NA,W_MED,5/5/2013,5/8/2013,4
120110,709,GBYP,A_DiNatale,BFT,105,NA,SE_ATL,10/14/2012,10/14/2012,1
120110,710,GBYP,A_DiNatale,BFT,105,NA,W_MED,10/15/2012,6/25/2013,254
120111,711,GBYP,A_DiNatale,BFT,113,NA,SE_ATL,10/12/2012,10/12/2012,1
120111,712,GBYP,A_DiNatale,BFT,113,NA,W_MED,10/13/2012,12/31/2012,80
120112,713,GBYP,A_DiNatale,BFT,99,NA,W_MED,10/2/2012,12/16/2012,76
120113,714,GBYP,A_DiNatale,BFT,94,NA,W_MED,10/8/2012,12/24/2012,78
120114,715,GBYP,A_DiNatale,BFT,108,NA,E_ATL,8/18/2012,9/19/2012,33
120115,716,GBYP,A_DiNatale,BFT,105,NA,E_ATL,8/18/2012,12/21/2012,126
120116,717,GBYP,A_DiNatale,BFT,105,NA,E_ATL,8/18/2012,11/11/2012,86
120117,718,GBYP,A_DiNatale,BFT,105,NA,E_ATL,8/7/2012,9/28/2012,53
120118,719,GBYP,A_DiNatale,BFT,105,NA,E_ATL,8/18/2012,9/24/2012,38
120119,720,GBYP,A_DiNatale,BFT,105,NA,E_ATL,8/18/2012,10/7/2012,51
120119,721,GBYP,A_DiNatale,BFT,105,NA,W_MED,10/8/2012,10/8/2012,1
120119,722,GBYP,A_DiNatale,BFT,105,NA,E_ATL,10/9/2012,10/11/2012,3
120121,723,GBYP,A_DiNatale,BFT,107,NA,E_ATL,8/7/2012,1/13/2013,160
120121,724,GBYP,A_DiNatale,BFT,107,NA,SE_ATL,1/14/2013,2/10/2013,28
120121,725,GBYP,A_DiNatale,BFT,107,NA,E_ATL,2/11/2013,7/4/2013,144
120121,726,GBYP,A_DiNatale,BFT,107,NA,SE_ATL,7/5/2013,7/22/2013,18
120121,727,GBYP,A_DiNatale,BFT,107,NA,E_ATL,7/23/2013,7/31/2013,9
120121,728,GBYP,A_DiNatale,BFT,107,NA,SE_ATL,8/1/2013,8/2/2013,2
120123,729,GBYP,A_DiNatale,BFT,105,NA,E_ATL,8/18/2012,10/1/2012,45
120125,730,GBYP,A_DiNatale,BFT,107,NA,E_ATL,8/18/2012,10/19/2012,63
120126,731,GBYP,A_DiNatale,BFT,106,NA,E_ATL,8/18/2012,12/12/2012,117
120127,732,GBYP,A_DiNatale,BFT,101,NA,SE_ATL,10/13/2012,10/13/2012,1
120127,733,GBYP,A_DiNatale,BFT,101,NA,W_MED,10/14/2012,11/15/2012,33
120127,734,GBYP,A_DiNatale,BFT,101,NA,SE_ATL,11/16/2012,3/19/2013,124
120127,735,GBYP,A_DiNatale,BFT,101,NA,W_MED,3/20/2013,6/10/2013,83
120128,736,GBYP,A_DiNatale,BFT,127,NA,SE_ATL,10/16/2012,10/16/2012,1
120128,737,GBYP,A_DiNatale,BFT,127,NA,W_MED,10/17/2012,12/3/2012,48
120128,738,GBYP,A_DiNatale,BFT,127,NA,SE_ATL,12/4/2012,1/15/2013,43
120449,739,GBYP,A_DiNatale,BFT,NA,NA,W_MED,9/8/2012,9/23/2012,16
130544,740,GBYP,A_DiNatale,BFT,NA,NA,SE_ATL,5/20/2013,5/25/2013,6
130549,741,GBYP,A_DiNatale,BFT,NA,NA,SE_ATL,5/20/2013,5/28/2013,9
130553,742,GBYP,A_DiNatale,BFT,105,NA,W_MED,7/11/2013,11/2/2013,115
130554,743,GBYP,A_DiNatale,BFT,105,NA,W_MED,7/11/2013,9/25/2013,77
130555,744,GBYP,A_DiNatale,BFT,103,NA,W_MED,7/11/2013,9/1/2013,53
130556,745,GBYP,A_DiNatale,BFT,102,NA,W_MED,7/11/2013,1/3/2014,177
130558,746,GBYP,A_DiNatale,BFT,100,NA,W_MED,7/11/2013,9/14/2013,66
130559,747,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/11/2013,11/25/2013,138
130560,748,GBYP,A_DiNatale,BFT,122,NA,SE_ATL,10/13/2013,10/14/2013,2
130560,749,GBYP,A_DiNatale,BFT,122,NA,W_MED,10/15/2013,12/19/2013,66
130560,750,GBYP,A_DiNatale,BFT,122,NA,SE_ATL,12/20/2013,12/20/2013,1
130561,751,GBYP,A_DiNatale,BFT,59,NA,E_ATL,7/26/2013,10/29/2013,96
130562,752,GBYP,A_DiNatale,BFT,60,NA,E_ATL,7/26/2013,9/6/2013,43
130563,753,GBYP,A_DiNatale,BFT,60,NA,E_ATL,7/26/2013,10/10/2013,77
130564,754,GBYP,A_DiNatale,BFT,56,NA,E_ATL,7/26/2013,9/4/2013,41
130565,755,GBYP,A_DiNatale,BFT,63,NA,E_ATL,7/26/2013,8/31/2013,37
130566,756,GBYP,A_DiNatale,BFT,100,NA,E_ATL,7/26/2013,9/10/2013,47
130567,757,GBYP,A_DiNatale,BFT,98,NA,E_ATL,7/26/2013,9/22/2013,59
130568,758,GBYP,A_DiNatale,BFT,114,NA,SE_ATL,9/24/2013,9/26/2013,3
130568,759,GBYP,A_DiNatale,BFT,114,NA,W_MED,9/27/2013,10/3/2013,7
130568,760,GBYP,A_DiNatale,BFT,114,NA,SE_ATL,10/4/2013,10/31/2013,28
130568,761,GBYP,A_DiNatale,BFT,114,NA,W_MED,11/1/2013,12/11/2013,41
130568,762,GBYP,A_DiNatale,BFT,114,NA,SE_ATL,12/12/2013,4/17/2014,127
130568,763,GBYP,A_DiNatale,BFT,114,NA,W_MED,4/18/2014,4/30/2014,13
130569,764,GBYP,A_DiNatale,BFT,118,NA,SE_ATL,9/30/2013,10/1/2013,2
130569,765,GBYP,A_DiNatale,BFT,118,NA,W_MED,10/2/2013,1/4/2014,95
130570,766,GBYP,A_DiNatale,BFT,121,NA,SE_ATL,9/24/2013,9/24/2013,1
130570,767,GBYP,A_DiNatale,BFT,121,NA,W_MED,9/25/2013,11/2/2013,39
130570,768,GBYP,A_DiNatale,BFT,121,NA,SE_ATL,11/3/2013,6/10/2014,220
130570,769,GBYP,A_DiNatale,BFT,121,NA,W_MED,6/11/2014,7/4/2014,24
130570,770,GBYP,A_DiNatale,BFT,121,NA,SE_ATL,7/5/2014,8/27/2014,54
130572,771,GBYP,A_DiNatale,BFT,124,NA,SE_ATL,10/4/2013,10/4/2013,1
130572,772,GBYP,A_DiNatale,BFT,124,NA,W_MED,10/5/2013,4/22/2014,200
130573,773,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,1/17/2016,201
130574,774,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,1/18/2016,202
130575,775,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,11/8/2015,131
130576,776,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,9/16/2015,78
130577,777,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,1/18/2016,202
145454,778,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,9/6/2015,68
150292,779,GBYP,A_DiNatale,BFT,NA,NA,SE_ATL,5/30/2015,5/30/2015,1
150292,780,GBYP,A_DiNatale,BFT,NA,NA,W_MED,5/31/2015,2/7/2016,253
150387,781,GBYP,A_DiNatale,BFT,NA,NA,SE_ATL,5/28/2015,5/29/2015,2
150387,782,GBYP,A_DiNatale,BFT,NA,NA,W_MED,5/30/2015,2/8/2016,255
150399,802,GBYP,FEDERCOOPESCA,BFT,112,24,W_MED,7/23/2015,8/11/2015,20
150400,803,GBYP,FEDERCOOPESCA,BFT,125,35,W_MED,7/23/2015,8/23/2015,32
150401,804,GBYP,FEDERCOOPESCA,BFT,117,27,W_MED,7/23/2015,7/28/2015,6
150402,805,GBYP,FEDERCOOPESCA,BFT,125,35,W_MED,7/23/2015,8/23/2015,32
150404,786,GBYP,COMBIOMA,BFT,104,21,W_MED,7/1/2015,7/17/2015,17
150405,787,GBYP,COMBIOMA,BFT,110,25,W_MED,7/1/2015,7/27/2015,27
150406,788,GBYP,COMBIOMA,BFT,139,48,W_MED,7/1/2015,7/14/2015,14
150407,789,GBYP,COMBIOMA,BFT,192,119,W_MED,7/1/2015,7/9/2015,9
150408,783,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,9/1/2015,63
150409,790,GBYP,COMBIOMA,BFT,93,16,W_MED,7/1/2015,8/2/2015,33
150410,791,GBYP,COMBIOMA,BFT,111,26,W_MED,7/1/2015,8/15/2015,46
150411,792,GBYP,COMBIOMA,BFT,163,76,W_MED,7/1/2015,7/8/2015,8
150412,793,GBYP,COMBIOMA,BFT,NA,NA,W_MED,7/1/2015,7/31/2015,31
150413,794,GBYP,COMBIOMA,BFT,123,34,W_MED,7/1/2015,7/9/2015,9
150414,795,GBYP,COMBIOMA,BFT,NA,NA,W_MED,7/1/2015,7/6/2015,6
150415,796,GBYP,COMBIOMA,BFT,127,38,W_MED,7/1/2015,7/14/2015,14
150416,797,GBYP,COMBIOMA,BFT,164,77,W_MED,7/1/2015,7/19/2015,19
150417,784,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,10/28/2015,120
150418,806,GBYP,FEDERCOOPESCA,BFT,115,27,W_MED,7/23/2015,8/11/2015,20
150419,798,GBYP,COMBIOMA,BFT,104,21,W_MED,7/1/2015,8/12/2015,43
150420,799,GBYP,COMBIOMA,BFT,NA,NA,W_MED,7/1/2015,9/5/2015,67
150421,800,GBYP,COMBIOMA,BFT,134,43,W_MED,7/1/2015,7/12/2015,12
150422,801,GBYP,COMBIOMA,BFT,156,66,W_MED,7/1/2015,7/14/2015,14
150423,785,GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,10/2/2015,94
78228,807,GBYP-Unimar,A_Mariani,BFT,125,NA,E_MED,11/12/2007,1/9/2008,59
78229,808,GBYP-Unimar,A_Mariani,BFT,132,NA,E_MED,11/12/2007,3/25/2008,135
78231,809,GBYP-Unimar,A_Mariani,BFT,142,NA,E_MED,11/12/2007,4/15/2008,156
78231,810,GBYP-Unimar,A_Mariani,BFT,142,NA,W_MED,4/16/2008,5/25/2008,40
78232,811,GBYP-Unimar,A_Mariani,BFT,130,NA,E_MED,11/12/2007,5/20/2008,191
78233,812,GBYP-Unimar,A_Mariani,BFT,173,NA,E_MED,11/12/2007,12/17/2007,36
78235,813,GBYP-Unimar,A_Mariani,BFT,153,NA,E_MED,11/12/2007,5/15/2008,186
78235,814,GBYP-Unimar,A_Mariani,BFT,153,NA,W_MED,5/16/2008,5/30/2008,15
78236,815,GBYP-Unimar,A_Mariani,BFT,135,NA,E_MED,11/12/2007,5/25/2008,196
145433,816,GBYP-Unimar,A_Mariani,BFT,255,296,E_MED,5/31/2015,6/8/2015,9
145434,817,GBYP-Unimar,A_Mariani,BFT,225,203,E_MED,5/31/2015,6/7/2015,8
145435,818,GBYP-Unimar,A_Mariani,BFT,255,296,E_MED,5/31/2015,6/14/2015,15
145436,819,GBYP-Unimar,A_Mariani,BFT,270,351,E_MED,5/31/2015,6/12/2015,13
145437,820,GBYP-Unimar,A_Mariani,BFT,260,313,E_MED,5/31/2015,6/7/2015,8
145438,821,GBYP-Unimar,A_Mariani,BFT,255,296,E_MED,5/31/2015,6/26/2015,27
145439,822,GBYP-Unimar,A_Mariani,BFT,255,296,E_MED,5/31/2015,6/23/2015,24
145440,823,GBYP-Unimar,A_Mariani,BFT,250,279,E_MED,5/31/2015,6/15/2015,16
145440,824,GBYP-Unimar,A_Mariani,BFT,250,279,W_MED,6/16/2015,6/19/2015,4
145441,825,GBYP-Unimar,A_Mariani,BFT,255,296,E_MED,5/31/2015,6/14/2015,15
145442,826,GBYP-Unimar,A_Mariani,BFT,245,262,E_MED,5/31/2015,6/4/2015,5
145443,827,GBYP-Unimar,A_Mariani,BFT,230,217,E_MED,5/31/2015,6/11/2015,12
145445,828,GBYP-Unimar,A_Mariani,BFT,265,332,E_MED,5/31/2015,7/19/2015,50
145446,829,GBYP-Unimar,A_Mariani,BFT,115,27,W_MED,7/1/2015,8/19/2015,50
145447,830,GBYP-Unimar,A_Mariani,BFT,235,231,E_MED,5/31/2015,6/7/2015,8
145448,831,GBYP-Unimar,A_Mariani,BFT,145,54,W_MED,7/1/2015,7/8/2015,8
145449,832,GBYP-Unimar,A_Mariani,BFT,225,203,E_MED,5/31/2015,6/5/2015,6
145450,833,GBYP-Unimar,A_Mariani,BFT,230,217,E_MED,5/31/2015,6/7/2015,8
145451,834,GBYP-Unimar,A_Mariani,BFT,270,351,E_MED,5/31/2015,6/9/2015,10
145452,835,GBYP-Unimar,A_Mariani,BFT,235,231,E_MED,5/31/2015,6/6/2015,7
145452,836,GBYP-Unimar,A_Mariani,BFT,235,231,W_MED,6/7/2015,6/18/2015,12
145453,837,GBYP-Unimar,A_Mariani,BFT,235,231,E_MED,5/31/2015,6/20/2015,21
145455,838,GBYP-Unimar,A_Mariani,BFT,245,262,E_MED,5/31/2015,6/4/2015,5
145456,839,GBYP-Unimar,A_Mariani,BFT,255,296,E_MED,5/31/2015,6/23/2015,24
145457,840,GBYP-Unimar,A_Mariani,BFT,245,262,E_MED,5/31/2015,6/13/2015,14
145458,841,GBYP-Unimar,A_Mariani,BFT,250,279,E_MED,5/31/2015,6/12/2015,13
145459,842,GBYP-Unimar,A_Mariani,BFT,235,231,E_MED,5/31/2015,6/13/2015,14
145460,843,GBYP-Unimar,A_Mariani,BFT,225,203,E_MED,5/31/2015,6/7/2015,8
145460,844,GBYP-Unimar,A_Mariani,BFT,270,351,W_MED,6/8/2015,6/27/2015,20
145461,845,GBYP-Unimar,A_Mariani,BFT,270,351,E_MED,5/31/2015,6/27/2015,28
145461,846,GBYP-Unimar,A_Mariani,BFT,270,351,W_MED,6/28/2015,7/11/2015,14
145461,847,GBYP-Unimar,A_Mariani,BFT,270,351,SE_ATL,7/12/2015,7/18/2015,7
145461,848,GBYP-Unimar,A_Mariani,BFT,270,351,E_ATL,7/19/2015,7/23/2015,5
145462,849,GBYP-Unimar,A_Mariani,BFT,265,332,E_MED,5/31/2015,6/6/2015,7
145463,850,GBYP-Unimar,A_Mariani,BFT,240,246,E_MED,5/31/2015,6/14/2015,15
145464,851,GBYP-Unimar,A_Mariani,BFT,250,279,E_MED,5/31/2015,6/7/2015,8
145465,852,GBYP-Unimar,A_Mariani,BFT,115,27,W_MED,7/1/2015,7/10/2015,10
145466,853,GBYP-Unimar,A_Mariani,BFT,260,313,E_MED,5/31/2015,6/23/2015,24
145466,854,GBYP-Unimar,A_Mariani,BFT,260,313,W_MED,6/24/2015,7/8/2015,15
145466,855,GBYP-Unimar,A_Mariani,BFT,260,313,SE_ATL,7/9/2015,7/14/2015,6
145466,856,GBYP-Unimar,A_Mariani,BFT,260,313,E_ATL,7/15/2015,8/2/2015,19
145466,857,GBYP-Unimar,A_Mariani,BFT,260,313,NE_ATL,8/3/2015,8/17/2015,15
145466,858,GBYP-Unimar,A_Mariani,BFT,260,313,E_ATL,8/18/2015,8/20/2015,3
145466,859,GBYP-Unimar,A_Mariani,BFT,260,313,NE_ATL,8/21/2015,8/21/2015,1
150295,860,GBYP-Unimar,A_Mariani,BFT,230,217,E_MED,5/31/2015,6/5/2015,6
54563,861,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/29/2001,7/7/2001,40
54563,862,IEO,F_Abascal,BFT,NA,NA,E_ATL,7/8/2001,7/31/2001,24
54563,863,IEO,F_Abascal,BFT,NA,NA,NE_ATL,8/1/2001,8/3/2001,3
66938,864,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/27/2001,5/27/2001,1
66938,865,IEO,F_Abascal,BFT,NA,NA,W_MED,5/28/2001,6/24/2001,28
66940,866,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/16/2001,6/22/2001,7
66940,867,IEO,F_Abascal,BFT,NA,NA,W_MED,6/23/2001,7/17/2001,25
66940,868,IEO,F_Abascal,BFT,NA,NA,SE_ATL,7/18/2001,8/1/2001,15
66940,869,IEO,F_Abascal,BFT,NA,NA,E_ATL,8/2/2001,8/23/2001,22
66940,870,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/24/2001,9/30/2001,38
66941,871,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/27/2001,5/27/2001,1
66941,872,IEO,F_Abascal,BFT,NA,NA,W_MED,5/28/2001,6/20/2001,24
66943,873,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/27/2001,5/27/2001,1
66943,874,IEO,F_Abascal,BFT,NA,NA,W_MED,5/28/2001,6/23/2001,27
66946,875,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/16/2001,6/16/2001,1
66946,876,IEO,F_Abascal,BFT,NA,NA,W_MED,6/17/2001,7/28/2001,42
66946,877,IEO,F_Abascal,BFT,NA,NA,SE_ATL,7/29/2001,7/29/2001,1
66946,878,IEO,F_Abascal,BFT,NA,NA,W_MED,7/30/2001,7/30/2001,1
66946,879,IEO,F_Abascal,BFT,NA,NA,SE_ATL,7/31/2001,8/5/2001,6
66946,880,IEO,F_Abascal,BFT,NA,NA,W_MED,8/6/2001,8/6/2001,1
66946,881,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/7/2001,8/7/2001,1
66946,882,IEO,F_Abascal,BFT,NA,NA,W_MED,8/8/2001,8/8/2001,1
66946,883,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/9/2001,8/13/2001,5
66946,884,IEO,F_Abascal,BFT,NA,NA,W_MED,8/14/2001,8/19/2001,6
66946,885,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/20/2001,8/20/2001,1
66946,886,IEO,F_Abascal,BFT,NA,NA,W_MED,8/21/2001,8/23/2001,3
66946,887,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/24/2001,8/25/2001,2
66946,888,IEO,F_Abascal,BFT,NA,NA,W_MED,8/26/2001,8/26/2001,1
66946,889,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/27/2001,8/28/2001,2
66946,890,IEO,F_Abascal,BFT,NA,NA,W_MED,8/29/2001,8/29/2001,1
66946,891,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/30/2001,9/2/2001,4
66946,892,IEO,F_Abascal,BFT,NA,NA,W_MED,9/3/2001,9/10/2001,8
66946,893,IEO,F_Abascal,BFT,NA,NA,SE_ATL,9/11/2001,9/16/2001,6
66946,894,IEO,F_Abascal,BFT,NA,NA,W_MED,9/17/2001,10/13/2001,27
66954,895,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/27/2001,5/27/2001,1
66954,896,IEO,F_Abascal,BFT,NA,NA,W_MED,5/28/2001,6/17/2001,21
66954,897,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/18/2001,6/24/2001,7
66954,898,IEO,F_Abascal,BFT,NA,NA,E_ATL,6/25/2001,7/3/2001,9
66954,899,IEO,F_Abascal,BFT,NA,NA,NE_ATL,7/4/2001,7/6/2001,3
66954,900,IEO,F_Abascal,BFT,NA,NA,E_ATL,7/7/2001,7/17/2001,11
66954,901,IEO,F_Abascal,BFT,NA,NA,NC_ATL,7/18/2001,8/17/2001,31
66956,902,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/2/2001,6/2/2001,1
66956,903,IEO,F_Abascal,BFT,NA,NA,W_MED,6/3/2001,7/22/2001,50
66961,904,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/27/2001,5/27/2001,1
66961,905,IEO,F_Abascal,BFT,NA,NA,W_MED,5/28/2001,6/24/2001,28
66961,906,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/25/2001,7/1/2001,7
66963,907,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/16/2001,7/12/2001,27
66963,908,IEO,F_Abascal,BFT,NA,NA,W_MED,7/13/2001,8/30/2001,49
66963,909,IEO,F_Abascal,BFT,NA,NA,SE_ATL,8/31/2001,9/13/2001,14
66963,910,IEO,F_Abascal,BFT,NA,NA,E_ATL,9/14/2001,9/21/2001,8
66964,911,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/30/2001,6/1/2001,3
66964,912,IEO,F_Abascal,BFT,NA,NA,W_MED,6/2/2001,6/26/2001,25
66964,913,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/27/2001,7/5/2001,9
66964,914,IEO,F_Abascal,BFT,NA,NA,E_ATL,7/6/2001,8/3/2001,29
66964,915,IEO,F_Abascal,BFT,NA,NA,NC_ATL,8/4/2001,9/14/2001,42
67276,916,IEO,F_Abascal,BFT,NA,NA,SE_ATL,6/2/2001,6/2/2001,1
67276,917,IEO,F_Abascal,BFT,NA,NA,W_MED,6/3/2001,6/28/2001,26
70601,918,IEO,F_Abascal,BFT,NA,NA,SE_ATL,5/26/2001,6/30/2001,36
2002_12923,936,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,9/30/2002,10/8/2002,9
2002_12925,937,LPRC,M_Lutcavage,BFT,234,NA,W_ATL,9/30/2002,10/6/2002,7
2002_13223,938,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,8/31/2002,24
2002_13952,939,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,9/24/2002,48
2002_14078,940,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,9/30/2002,10/24/2002,25
2002_14146,941,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,2/16/2003,193
2002_14147,942,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2002,1/22/2003,190
2002_14148,943,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,12/29/2002,151
2002_14149,944,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,7/17/2002,9/18/2002,64
2002_14214,945,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,9/19/2002,43
2002_14215,946,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/8/2002,8/18/2002,11
2002_14217,947,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,1/28/2003,181
2002_14430,948,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,12/15/2002,130
2002_14536,949,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,7/17/2002,3/11/2003,238
2002_14538,950,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/1/2002,10/19/2002,80
2002_14650,951,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2002,3/16/2003,243
2002_14655,952,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,9/30/2002,2/1/2003,125
2002_14657,953,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/1/2002,10/29/2002,90
2002_14658,954,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,12/14/2002,136
2002_14741,955,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,10/5/2002,66
2002_14906,956,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/8/2002,6/1/2003,298
2002_15070,957,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2002,2/20/2003,219
2002_15071,958,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,7/17/2002,9/16/2002,62
2002_3495,959,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,9/30/2002,10/16/2002,17
2002_3497,960,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,12/10/2002,125
2002_36663,961,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,2/21/2003,198
2002_36897,962,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,10/10/2002,10/15/2002,6
2002_36899,963,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,12/9/2002,131
2002_36900,964,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/8/2002,3/7/2003,212
2002_36901,965,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,11/27/2002,119
2002_36902,966,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,5/11/2003,284
2002_36903,967,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,2/19/2003,203
2002_36904,968,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,1/25/2003,178
2002_37006,969,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,4/7/2003,250
2002_37007,970,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,2/7/2003,191
2002_37008,971,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,6/1/2003,305
2002_37009,972,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/1/2002,3/7/2003,219
2002_37011,973,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/1/2002,5/28/2003,301
2002_37012,974,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,12/13/2002,135
2002_37013,975,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,9/15/2002,46
2002_37014,976,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/1/2002,1/2/2003,155
2002_37015,977,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,8/1/2002,1/22/2003,175
2002_37016,978,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/1/2002,11/6/2002,98
2002_37018,979,LPRC,M_Lutcavage,BFT,196,NA,W_ATL,8/8/2002,12/19/2002,134
2002_37019,980,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/8/2002,8/21/2002,14
2002_37021,981,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,8/18/2002,11
2002_37022,982,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,11/4/2002,89
2002_37238,983,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,10/25/2002,79
2002_37256,984,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,9/30/2002,11/1/2002,33
2002_3816,985,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/17/2002,3/1/2003,197
2002_3817,986,LPRC,M_Lutcavage,BFT,248,NA,W_ATL,9/30/2002,10/12/2002,13
2002_4232,987,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,8/18/2002,11
