Rec_ID,Tag_ID,Investigator,Contact_Person,Species,Length_cm,Weight_kg,Stock_Area,Start_Date,End_Date,Days_Area,Stock_Assign
106,2009_93557,DFO,A_Hanke,BFT,259,227,W_ATL,8/12/2009,10/11/2009,61,UNK
107,2009_93557,DFO,A_Hanke,BFT,259,227,GSL,10/14/2009,10/14/2009,1,UNK
108,2009_93557,DFO,A_Hanke,BFT,259,227,W_ATL,10/14/2009,10/17/2009,4,UNK
109,2009_93557,DFO,A_Hanke,BFT,259,227,GSL,10/17/2009,10/18/2009,2,UNK
110,2009_93557,DFO,A_Hanke,BFT,259,227,W_ATL,10/19/2009,10/19/2009,1,UNK
111,2009_93557,DFO,A_Hanke,BFT,259,227,GSL,10/19/2009,10/20/2009,2,UNK
112,2009_93557,DFO,A_Hanke,BFT,259,227,W_ATL,10/20/2009,11/26/2009,38,UNK
113,2009_93558,DFO,A_Hanke,BFT,216,181,W_ATL,8/16/2009,10/13/2009,59,UNK
114,2009_95418,DFO,A_Hanke,BFT,274,295,W_ATL,8/8/2009,8/27/2009,20,UNK
115,2009_95418,DFO,A_Hanke,BFT,274,295,NC_ATL,8/30/2009,10/27/2009,59,UNK
116,2010_91287,DFO,A_Hanke,BFT,213,170,W_ATL,8/13/2010,12/2/2010,112,UNK
117,2010_91287,DFO,A_Hanke,BFT,213,170,CAR,12/2/2010,12/7/2010,6,UNK
118,2010_91287,DFO,A_Hanke,BFT,213,170,W_ATL,12/7/2010,12/8/2010,2,UNK
119,2010_91288,DFO,A_Hanke,BFT,216,181,W_ATL,8/13/2010,9/28/2010,47,UNK
120,2010_91289,DFO,A_Hanke,BFT,213,170,W_ATL,8/13/2010,9/27/2010,46,UNK
121,2010_91289,DFO,A_Hanke,BFT,213,170,GSL,9/27/2010,9/27/2010,1,UNK
122,2010_91289,DFO,A_Hanke,BFT,213,170,W_ATL,9/28/2010,10/6/2010,9,UNK
123,2010_91290,DFO,A_Hanke,BFT,213,159,W_ATL,8/13/2010,9/22/2010,41,UNK
124,2010_91291,DFO,A_Hanke,BFT,213,170,W_ATL,8/13/2010,11/14/2010,94,UNK
125,2010_93554,DFO,A_Hanke,BFT,248,295,GSL,8/31/2010,9/9/2010,10,UNK
126,2010_93554,DFO,A_Hanke,BFT,248,295,W_ATL,9/13/2010,1/14/2011,124,UNK
127,2010_93554,DFO,A_Hanke,BFT,248,295,CAR,1/17/2011,1/21/2011,5,UNK
128,2010_96080,DFO,A_Hanke,BFT,269,375,GSL,8/31/2010,9/1/2010,2,WEST
129,2010_96080,DFO,A_Hanke,BFT,269,375,W_ATL,9/1/2010,9/4/2010,4,WEST
130,2010_96080,DFO,A_Hanke,BFT,269,375,GSL,9/4/2010,9/26/2010,23,WEST
131,2010_96080,DFO,A_Hanke,BFT,269,375,W_ATL,9/26/2010,10/14/2010,19,WEST
132,2010_96080,DFO,A_Hanke,BFT,269,375,GSL,10/16/2010,10/27/2010,12,WEST
133,2010_96080,DFO,A_Hanke,BFT,269,375,W_ATL,10/28/2010,10/30/2010,3,WEST
134,2010_96080,DFO,A_Hanke,BFT,269,375,GSL,10/30/2010,11/14/2010,16,WEST
135,2010_96080,DFO,A_Hanke,BFT,269,375,W_ATL,11/17/2010,12/29/2010,43,WEST
136,2010_96080,DFO,A_Hanke,BFT,269,375,CAR,12/29/2010,12/29/2010,1,WEST
137,2010_96080,DFO,A_Hanke,BFT,269,375,W_ATL,12/31/2010,12/31/2010,1,WEST
138,2010_96080,DFO,A_Hanke,BFT,269,375,CAR,1/1/2011,1/13/2011,13,WEST
139,2010_96080,DFO,A_Hanke,BFT,269,375,GOM,1/13/2011,2/13/2011,32,WEST
140,2010_96081,DFO,A_Hanke,BFT,210,182,GSL,9/1/2010,9/4/2010,4,UNK
141,2010_96081,DFO,A_Hanke,BFT,210,182,W_ATL,9/4/2010,9/21/2010,18,UNK
142,2010_96081,DFO,A_Hanke,BFT,210,182,GSL,9/22/2010,9/22/2010,1,UNK
143,2010_96081,DFO,A_Hanke,BFT,210,182,W_ATL,9/22/2010,11/21/2010,61,UNK
144,2010_96082,DFO,A_Hanke,BFT,227,227,GSL,9/1/2010,10/25/2010,55,UNK
145,2010_96082,DFO,A_Hanke,BFT,227,227,W_ATL,10/26/2010,11/27/2010,33,UNK
146,2010_96082,DFO,A_Hanke,BFT,227,227,CAR,11/27/2010,12/20/2010,24,UNK
147,2010_96082,DFO,A_Hanke,BFT,227,227,W_ATL,12/20/2010,12/20/2010,1,UNK
148,2010_96082,DFO,A_Hanke,BFT,227,227,CAR,12/20/2010,1/3/2011,15,UNK
149,2010_96083,DFO,A_Hanke,BFT,272,386,GSL,8/31/2010,9/2/2010,3,UNK
150,2010_96083,DFO,A_Hanke,BFT,272,386,W_ATL,9/2/2010,9/12/2010,11,UNK
151,2010_96083,DFO,A_Hanke,BFT,272,386,GSL,9/13/2010,9/13/2010,1,UNK
152,2010_96083,DFO,A_Hanke,BFT,272,386,W_ATL,9/13/2010,9/21/2010,9,UNK
153,2010_96083,DFO,A_Hanke,BFT,272,386,GSL,9/21/2010,9/25/2010,5,UNK
154,2010_96083,DFO,A_Hanke,BFT,272,386,W_ATL,9/25/2010,9/25/2010,1,UNK
155,2010_96083,DFO,A_Hanke,BFT,272,386,GSL,9/26/2010,9/26/2010,1,UNK
156,2010_96083,DFO,A_Hanke,BFT,272,386,W_ATL,9/28/2010,11/22/2010,56,UNK
157,2010_96083,DFO,A_Hanke,BFT,272,386,CAR,11/22/2010,12/26/2010,35,UNK
158,2010_96083,DFO,A_Hanke,BFT,272,386,W_ATL,12/26/2010,1/5/2011,11,UNK
159,2010_96084,DFO,A_Hanke,BFT,277,409,GSL,8/31/2010,9/2/2010,3,UNK
160,2010_96084,DFO,A_Hanke,BFT,277,409,W_ATL,9/2/2010,9/28/2010,27,UNK
161,2010_96084,DFO,A_Hanke,BFT,277,409,GSL,9/28/2010,10/1/2010,4,UNK
162,2010_96084,DFO,A_Hanke,BFT,277,409,W_ATL,10/1/2010,10/1/2010,1,UNK
163,2010_96084,DFO,A_Hanke,BFT,277,409,GSL,10/2/2010,10/2/2010,1,UNK
164,2010_96084,DFO,A_Hanke,BFT,277,409,W_ATL,10/2/2010,10/2/2010,1,UNK
165,2010_96084,DFO,A_Hanke,BFT,277,409,GSL,10/2/2010,10/2/2010,1,UNK
166,2010_96084,DFO,A_Hanke,BFT,277,409,W_ATL,10/2/2010,10/4/2010,3,UNK
167,2010_96084,DFO,A_Hanke,BFT,277,409,GSL,10/5/2010,10/5/2010,1,UNK
168,2010_96084,DFO,A_Hanke,BFT,277,409,W_ATL,10/5/2010,10/14/2010,10,UNK
169,2010_96084,DFO,A_Hanke,BFT,277,409,GSL,10/14/2010,10/22/2010,9,UNK
170,2010_96084,DFO,A_Hanke,BFT,277,409,W_ATL,10/23/2010,11/18/2010,27,UNK
171,2010_96084,DFO,A_Hanke,BFT,277,409,CAR,11/18/2010,1/12/2011,56,UNK
172,2010_96084,DFO,A_Hanke,BFT,277,409,W_ATL,1/12/2011,1/15/2011,4,UNK
173,2010_96085,DFO,A_Hanke,BFT,215,193,GSL,8/31/2010,9/2/2010,3,UNK
174,2010_96085,DFO,A_Hanke,BFT,215,193,W_ATL,9/2/2010,10/13/2010,42,UNK
175,2010_96085,DFO,A_Hanke,BFT,215,193,GSL,10/14/2010,11/6/2010,24,UNK
176,2010_96085,DFO,A_Hanke,BFT,215,193,W_ATL,11/7/2010,12/16/2010,40,UNK
177,2010_99150,DFO,A_Hanke,BFT,179,114,GSL,8/31/2010,9/2/2010,3,UNK
178,2010_99150,DFO,A_Hanke,BFT,179,114,W_ATL,9/2/2010,9/23/2010,22,UNK
179,2010_99150,DFO,A_Hanke,BFT,179,114,GSL,9/23/2010,9/23/2010,1,UNK
180,2010_99150,DFO,A_Hanke,BFT,179,114,W_ATL,9/24/2010,9/24/2010,1,UNK
181,2010_99150,DFO,A_Hanke,BFT,179,114,GSL,9/24/2010,9/25/2010,2,UNK
182,2010_99150,DFO,A_Hanke,BFT,179,114,W_ATL,9/25/2010,9/25/2010,1,UNK
183,2010_99150,DFO,A_Hanke,BFT,179,114,GSL,9/25/2010,9/25/2010,1,UNK
184,2010_99150,DFO,A_Hanke,BFT,179,114,W_ATL,9/26/2010,10/8/2010,13,UNK
185,2010_99150,DFO,A_Hanke,BFT,179,114,GSL,10/8/2010,10/8/2010,1,UNK
186,2010_99150,DFO,A_Hanke,BFT,179,114,W_ATL,10/8/2010,12/26/2010,80,UNK
187,2010_99151,DFO,A_Hanke,BFT,280,423,GSL,8/31/2010,9/5/2010,6,UNK
188,2010_99151,DFO,A_Hanke,BFT,280,423,W_ATL,9/5/2010,10/14/2010,40,UNK
189,2010_99151,DFO,A_Hanke,BFT,280,423,GSL,10/14/2010,10/16/2010,3,UNK
190,2010_99151,DFO,A_Hanke,BFT,280,423,W_ATL,10/19/2010,10/23/2010,5,UNK
191,2010_99151,DFO,A_Hanke,BFT,280,423,GSL,10/23/2010,10/27/2010,5,UNK
192,2010_99151,DFO,A_Hanke,BFT,280,423,W_ATL,10/30/2010,11/3/2010,5,UNK
193,2010_99151,DFO,A_Hanke,BFT,280,423,GSL,11/5/2010,11/5/2010,1,UNK
194,2010_99151,DFO,A_Hanke,BFT,280,423,W_ATL,11/10/2010,11/29/2010,20,UNK
195,2010_99151,DFO,A_Hanke,BFT,280,423,CAR,11/29/2010,11/29/2010,1,UNK
196,2010_99151,DFO,A_Hanke,BFT,280,423,W_ATL,11/29/2010,11/29/2010,1,UNK
197,2010_99151,DFO,A_Hanke,BFT,280,423,CAR,11/29/2010,11/30/2010,2,UNK
198,2010_99689,DFO,A_Hanke,BFT,213,159,W_ATL,8/13/2010,9/25/2010,44,UNK
199,2010_99690,DFO,A_Hanke,BFT,241,272,W_ATL,9/16/2010,10/23/2010,38,UNK
200,2010_99690,DFO,A_Hanke,BFT,241,272,GSL,10/23/2010,10/23/2010,1,UNK
201,2010_99690,DFO,A_Hanke,BFT,241,272,W_ATL,10/24/2010,10/26/2010,3,UNK
202,2010_99690,DFO,A_Hanke,BFT,241,272,GSL,10/29/2010,11/12/2010,15,UNK
203,2010_99690,DFO,A_Hanke,BFT,241,272,W_ATL,11/13/2010,1/20/2011,69,UNK
204,2013_132813,DFO,A_Hanke,BFT,216,181,GSL,10/30/2013,11/4/2013,6,UNK
205,2013_132813,DFO,A_Hanke,BFT,216,181,W_ATL,11/6/2013,11/6/2013,1,UNK
206,2013_132813,DFO,A_Hanke,BFT,216,181,GSL,11/8/2013,12/12/2013,35,UNK
207,2013_132813,DFO,A_Hanke,BFT,216,181,W_ATL,12/14/2013,1/7/2014,25,UNK
208,2013_132813,DFO,A_Hanke,BFT,216,181,SC_ATL,1/7/2014,1/13/2014,7,UNK
209,2013_132813,DFO,A_Hanke,BFT,216,181,NC_ATL,1/15/2014,1/21/2014,7,UNK
210,2013_132813,DFO,A_Hanke,BFT,216,181,E_ATL,1/21/2014,1/23/2014,3,UNK
211,2013_132813,DFO,A_Hanke,BFT,216,181,NC_ATL,1/23/2014,1/23/2014,1,UNK
212,2013_132813,DFO,A_Hanke,BFT,216,181,E_ATL,1/23/2014,1/23/2014,1,UNK
213,2013_132813,DFO,A_Hanke,BFT,216,181,NC_ATL,1/25/2014,1/25/2014,1,UNK
214,2013_132813,DFO,A_Hanke,BFT,216,181,E_ATL,1/25/2014,1/25/2014,1,UNK
215,2013_132813,DFO,A_Hanke,BFT,216,181,SE_ATL,1/27/2014,1/29/2014,3,UNK
216,2013_132813,DFO,A_Hanke,BFT,216,181,E_ATL,1/29/2014,1/29/2014,1,UNK
217,2013_132813,DFO,A_Hanke,BFT,216,181,SE_ATL,1/31/2014,2/5/2014,6,UNK
218,2013_132813,DFO,A_Hanke,BFT,216,181,SC_ATL,2/5/2014,2/5/2014,1,UNK
219,2013_132813,DFO,A_Hanke,BFT,216,181,SE_ATL,2/8/2014,2/15/2014,8,UNK
220,2013_132813,DFO,A_Hanke,BFT,216,181,SC_ATL,2/19/2014,3/9/2014,19,UNK
221,2013_132813,DFO,A_Hanke,BFT,216,181,SE_ATL,3/9/2014,3/11/2014,3,UNK
222,2013_132813,DFO,A_Hanke,BFT,216,181,SC_ATL,3/13/2014,3/19/2014,7,UNK
223,2013_132813,DFO,A_Hanke,BFT,216,181,SE_ATL,3/19/2014,3/29/2014,11,UNK
224,2013_132813,DFO,A_Hanke,BFT,216,181,E_ATL,3/29/2014,3/29/2014,1,UNK
225,2013_132814,DFO,A_Hanke,BFT,213,272,GSL,10/31/2013,11/1/2013,2,UNK
226,2013_132814,DFO,A_Hanke,BFT,213,272,W_ATL,11/1/2013,1/14/2014,75,UNK
227,2013_132814,DFO,A_Hanke,BFT,213,272,CAR,1/17/2014,1/31/2014,15,UNK
228,2013_132814,DFO,A_Hanke,BFT,213,272,W_ATL,1/31/2014,2/24/2014,25,UNK
229,2013_132815,DFO,A_Hanke,BFT,216,238,GSL,10/31/2013,10/31/2013,1,UNK
230,2013_132815,DFO,A_Hanke,BFT,216,238,W_ATL,11/1/2013,11/3/2013,3,UNK
231,2013_132815,DFO,A_Hanke,BFT,216,238,GSL,11/3/2013,11/3/2013,1,UNK
232,2013_132815,DFO,A_Hanke,BFT,216,238,W_ATL,11/5/2013,4/25/2014,172,UNK
233,2013_132815,DFO,A_Hanke,BFT,216,238,CAR,4/26/2014,5/1/2014,6,UNK
234,2013_132815,DFO,A_Hanke,BFT,216,238,W_ATL,5/2/2014,5/4/2014,3,UNK
235,2013_132815,DFO,A_Hanke,BFT,216,238,CAR,5/5/2014,5/7/2014,3,UNK
236,2013_132815,DFO,A_Hanke,BFT,216,238,W_ATL,5/7/2014,6/20/2014,45,UNK
237,2013_132817,DFO,A_Hanke,BFT,216,227,GSL,11/2/2013,11/3/2013,2,UNK
238,2013_132817,DFO,A_Hanke,BFT,216,227,W_ATL,11/5/2013,1/10/2014,67,UNK
239,2013_132817,DFO,A_Hanke,BFT,216,227,SC_ATL,1/10/2014,1/23/2014,14,UNK
240,2013_132817,DFO,A_Hanke,BFT,216,227,SE_ATL,1/23/2014,1/28/2014,6,UNK
241,2013_132817,DFO,A_Hanke,BFT,216,227,SC_ATL,1/29/2014,2/14/2014,17,UNK
242,2014_140221,DFO,A_Hanke,BFT,279,318,W_ATL,8/31/2014,9/27/2014,28,UNK
243,2014_140225,DFO,A_Hanke,BFT,216,249,GSL,9/16/2014,9/21/2014,6,UNK
244,2014_140225,DFO,A_Hanke,BFT,216,249,W_ATL,9/22/2014,10/2/2014,11,UNK
245,2014_140225,DFO,A_Hanke,BFT,216,249,GSL,10/3/2014,10/5/2014,3,UNK
246,2014_140225,DFO,A_Hanke,BFT,216,249,W_ATL,10/6/2014,10/15/2014,10,UNK
247,2014_140225,DFO,A_Hanke,BFT,216,249,GSL,10/15/2014,10/31/2014,17,UNK
248,2014_140225,DFO,A_Hanke,BFT,216,249,W_ATL,10/31/2014,1/13/2015,75,UNK
249,2014_140225,DFO,A_Hanke,BFT,216,249,GSL,1/14/2015,1/19/2015,6,UNK
250,2014_140225,DFO,A_Hanke,BFT,216,249,W_ATL,1/20/2015,1/31/2015,12,UNK
251,2014_140227,DFO,A_Hanke,BFT,203,204,GSL,9/16/2014,9/27/2014,12,UNK
252,2014_140227,DFO,A_Hanke,BFT,203,204,W_ATL,9/27/2014,10/21/2014,25,UNK
253,2014_140227,DFO,A_Hanke,BFT,203,204,GSL,10/22/2014,11/10/2014,20,UNK
254,2014_140227,DFO,A_Hanke,BFT,203,204,W_ATL,11/11/2014,12/7/2014,27,UNK
255,2014_140228,DFO,A_Hanke,BFT,216,227,GSL,9/16/2014,9/20/2014,5,WEST
256,2014_140228,DFO,A_Hanke,BFT,216,227,W_ATL,9/20/2014,9/30/2014,11,WEST
257,2014_140228,DFO,A_Hanke,BFT,216,227,GSL,9/30/2014,9/30/2014,1,WEST
258,2014_140228,DFO,A_Hanke,BFT,216,227,W_ATL,10/1/2014,10/1/2014,1,WEST
259,2014_140228,DFO,A_Hanke,BFT,216,227,GSL,10/2/2014,10/4/2014,3,WEST
260,2014_140228,DFO,A_Hanke,BFT,216,227,W_ATL,10/4/2014,10/4/2014,1,WEST
261,2014_140228,DFO,A_Hanke,BFT,216,227,GSL,10/4/2014,10/4/2014,1,WEST
262,2014_140228,DFO,A_Hanke,BFT,216,227,W_ATL,10/5/2014,10/6/2014,2,WEST
263,2014_140228,DFO,A_Hanke,BFT,216,227,GSL,10/6/2014,10/6/2014,1,WEST
