"Year","Subyear","Area","Fleet","Length_category","N"
2007,4,2,11,175,2
1956,2,4,12,175,126
1957,2,4,12,175,22.5
1958,2,4,12,175,67.6
1959,2,4,12,175,43.5
1961,2,4,12,175,212.4
1963,2,4,12,175,47.1
1964,2,4,12,175,25.5
1983,2,4,12,175,17
1984,2,4,12,175,286
1985,2,4,12,175,95
1992,2,4,12,175,1610
1993,2,4,12,175,623
1995,2,4,12,175,795
1996,2,4,12,175,570
1997,2,4,12,175,3073
1999,2,4,12,175,5
2000,2,4,12,175,2334
2001,2,4,12,175,22
2002,2,4,12,175,9
2003,2,4,12,175,7
2004,2,4,12,175,1
2005,2,4,12,175,410
2006,2,4,12,175,117
2007,2,4,12,175,15
2008,2,4,12,175,942
2009,2,4,12,175,1401
2010,2,4,12,175,1577
2011,2,4,12,175,816
1984,3,4,12,175,92
1985,3,4,12,175,14
2000,3,4,12,175,23
2001,3,4,12,175,7
2002,3,4,12,175,8
2003,3,4,12,175,5
2004,3,4,12,175,14
2005,3,4,12,175,1
2006,3,4,12,175,28
2007,3,4,12,175,11
2008,3,4,12,175,54
2009,3,4,12,175,115
2010,3,4,12,175,114
2011,3,4,12,175,193
2012,2,4,13,175,707
2013,2,4,13,175,595
2014,2,4,13,175,241
2015,2,4,13,175,240
2016,2,4,13,175,171
2017,2,4,13,175,886
2012,3,4,13,175,193
2013,3,4,13,175,5
2015,3,4,13,175,90
2016,3,4,13,175,79
2017,3,4,13,175,70
2015,4,4,13,175,36
2016,4,4,13,175,30
1999,2,2,14,175,3
1989,3,2,14,175,846
1990,3,2,14,175,814
1991,3,2,14,175,311
1992,3,2,14,175,169
1993,3,2,14,175,104
1994,3,2,14,175,207
1995,3,2,14,175,121
1996,3,2,14,175,75
1997,3,2,14,175,266
1998,3,2,14,175,339
1999,3,2,14,175,232
2000,3,2,14,175,79
2001,3,2,14,175,282
2002,3,2,14,175,790
2003,3,2,14,175,690
2004,3,2,14,175,125
2005,3,2,14,175,166
2006,3,2,14,175,251
2007,3,2,14,175,144
2008,3,2,14,175,181
2009,3,2,14,175,397
2010,3,2,14,175,143
2011,3,2,14,175,176
2012,3,2,14,175,204
2013,3,2,14,175,41
2014,3,2,14,175,55
2015,3,2,14,175,19
2016,3,2,14,175,56
2017,3,2,14,175,17
1989,4,2,14,175,101
1990,4,2,14,175,181
1991,4,2,14,175,367
1992,4,2,14,175,200
1993,4,2,14,175,56
1995,4,2,14,175,27
1996,4,2,14,175,38
1997,4,2,14,175,46
1998,4,2,14,175,27
1999,4,2,14,175,6
2000,4,2,14,175,5
2001,4,2,14,175,152
2004,4,2,14,175,34
2005,4,2,14,175,30
2006,4,2,14,175,57
2007,4,2,14,175,117
2008,4,2,14,175,146
2009,4,2,14,175,33
2010,4,2,14,175,30
2011,4,2,14,175,29
2012,4,2,14,175,7
2013,4,2,14,175,27
2014,4,2,14,175,14
2015,4,2,14,175,5
2016,4,2,14,175,26
2017,4,2,14,175,20
1992,3,3,14,175,2
1993,3,3,14,175,2
1994,3,3,14,175,3
1999,3,3,14,175,26
2000,3,3,14,175,1
2001,3,3,14,175,49
2002,3,3,14,175,7
2003,3,3,14,175,5
2004,3,3,14,175,2
2005,3,3,14,175,4
2006,3,3,14,175,2
2007,3,3,14,175,1
2008,3,3,14,175,2
2009,3,3,14,175,10
2010,3,3,14,175,6
2011,3,3,14,175,38
2012,3,3,14,175,39
2013,3,3,14,175,8
2014,3,3,14,175,18
2015,3,3,14,175,11
2016,3,3,14,175,13
2017,3,3,14,175,10
1981,4,3,14,175,1
1992,4,3,14,175,1
1995,4,3,14,175,6
2001,4,3,14,175,4
2007,4,3,14,175,3
2009,4,3,14,175,27
2010,4,3,14,175,27
2011,4,3,14,175,27
2012,4,3,14,175,24
2013,4,3,14,175,5
2014,4,3,14,175,15
2015,4,3,14,175,7
2016,4,3,14,175,26
2017,4,3,14,175,20
1995,1,2,16,175,6
1996,1,2,16,175,119
1997,1,2,16,175,131
1998,1,2,16,175,34
1999,1,2,16,175,41
2000,1,2,16,175,14
2001,1,2,16,175,70
2002,1,2,16,175,155
2003,1,2,16,175,140
2004,1,2,16,175,12
2005,1,2,16,175,26
2007,1,2,16,175,24
2008,1,2,16,175,44
2009,1,2,16,175,120
2010,1,2,16,175,68
2011,1,2,16,175,90
2012,1,2,16,175,269
2013,1,2,16,175,230
2014,1,2,16,175,116
2015,1,2,16,175,61
2016,1,2,16,175,141
2017,1,2,16,175,184
1983,2,2,16,175,4
1985,2,2,16,175,10
1986,2,2,16,175,10
1987,2,2,16,175,4
1988,2,2,16,175,3
1989,2,2,16,175,58
1991,2,2,16,175,2
1992,2,2,16,175,4
1993,2,2,16,175,4
1994,2,2,16,175,15
1995,2,2,16,175,18
1996,2,2,16,175,18
1997,2,2,16,175,48
1998,2,2,16,175,16
1999,2,2,16,175,37
2000,2,2,16,175,11
2001,2,2,16,175,85
2002,2,2,16,175,55
2003,2,2,16,175,20
2004,2,2,16,175,1
2005,2,2,16,175,12
2007,2,2,16,175,36
2008,2,2,16,175,41
2009,2,2,16,175,192
2010,2,2,16,175,231
2011,2,2,16,175,371
2012,2,2,16,175,143
2013,2,2,16,175,191
2014,2,2,16,175,51
2015,2,2,16,175,26
2016,2,2,16,175,181
2017,2,2,16,175,23
1979,3,2,16,175,45
1982,3,2,16,175,1
1983,3,2,16,175,99
1984,3,2,16,175,147
1985,3,2,16,175,210
1986,3,2,16,175,109
1987,3,2,16,175,147
1988,3,2,16,175,254
1989,3,2,16,175,663
1990,3,2,16,175,213
1991,3,2,16,175,301
1992,3,2,16,175,404
1993,3,2,16,175,608
1994,3,2,16,175,752
1995,3,2,16,175,235
1996,3,2,16,175,822
1997,3,2,16,175,492
1998,3,2,16,175,158
1999,3,2,16,175,519
2000,3,2,16,175,49
2001,3,2,16,175,329
2002,3,2,16,175,389
2003,3,2,16,175,302
2004,3,2,16,175,137
2005,3,2,16,175,57
2006,3,2,16,175,5
2007,3,2,16,175,91
2008,3,2,16,175,97
2009,3,2,16,175,312
2010,3,2,16,175,505
2011,3,2,16,175,947
2012,3,2,16,175,572
2013,3,2,16,175,350
2014,3,2,16,175,250
2015,3,2,16,175,556
2016,3,2,16,175,690
2017,3,2,16,175,1162
1983,4,2,16,175,9
1985,4,2,16,175,2
1986,4,2,16,175,8
1987,4,2,16,175,7
1988,4,2,16,175,26
1989,4,2,16,175,100
1990,4,2,16,175,117
1991,4,2,16,175,19
1992,4,2,16,175,25
1993,4,2,16,175,5
1994,4,2,16,175,2
1995,4,2,16,175,1
1996,4,2,16,175,213
1997,4,2,16,175,104
1998,4,2,16,175,22
1999,4,2,16,175,33
2000,4,2,16,175,116
2001,4,2,16,175,388
2002,4,2,16,175,322
2003,4,2,16,175,232
2004,4,2,16,175,157
2005,4,2,16,175,40
2007,4,2,16,175,49
2008,4,2,16,175,24
2009,4,2,16,175,42
2010,4,2,16,175,189
2011,4,2,16,175,328
2012,4,2,16,175,280
2013,4,2,16,175,387
2014,4,2,16,175,110
2015,4,2,16,175,145
2016,4,2,16,175,466
2017,4,2,16,175,196
1995,1,2,17,175,1
2012,2,2,17,175,1
1958,3,2,17,175,63.5
1959,3,2,17,175,22
1960,3,2,17,175,155.8
1978,3,2,17,175,1
1994,3,2,17,175,1
1996,3,2,17,175,3
2003,3,2,17,175,2
2004,3,2,17,175,1
2005,3,2,17,175,1
2008,3,2,17,175,55
2009,3,2,17,175,12
2010,3,2,17,175,6
2011,3,2,17,175,3
2012,3,2,17,175,12
2013,3,2,17,175,4
2014,3,2,17,175,1
1978,4,2,17,175,1
1980,4,2,17,175,2
1995,4,2,17,175,1
1996,4,2,17,175,2
2004,4,2,17,175,1
2006,4,2,17,175,2
2009,4,2,17,175,8
2012,3,3,17,175,1
1977,1,4,17,175,5
1979,1,4,17,175,9
1983,1,4,17,175,1
1986,1,4,17,175,3
1988,1,4,17,175,2
1997,1,4,17,175,2
1998,1,4,17,175,1
1999,1,4,17,175,1
2001,1,4,17,175,200
2002,1,4,17,175,75
2005,1,4,17,175,48
2006,1,4,17,175,7
2007,1,4,17,175,13
2008,1,4,17,175,109
2009,1,4,17,175,18
2010,1,4,17,175,4
2011,1,4,17,175,9.598279703
2013,1,4,17,175,16
2014,1,4,17,175,5
2016,1,4,17,175,13
2017,1,4,17,175,4
1978,2,4,17,175,2
1980,2,4,17,175,18
1982,2,4,17,175,1
1986,2,4,17,175,1
1987,2,4,17,175,1
1996,2,4,17,175,4
1997,2,4,17,175,35
1998,2,4,17,175,1
2000,2,4,17,175,1
2005,2,4,17,175,2
2008,2,4,17,175,12
2011,2,4,17,175,21.664403547
2012,2,4,17,175,5
2013,2,4,17,175,7
2014,2,4,17,175,2
2016,2,4,17,175,9
2017,2,4,17,175,131
1983,3,4,17,175,1
1986,3,4,17,175,18
1997,3,4,17,175,113
1999,3,4,17,175,45
2000,3,4,17,175,2303
2001,3,4,17,175,181
2002,3,4,17,175,635
2005,3,4,17,175,4
2006,3,4,17,175,20
2007,3,4,17,175,146
2008,3,4,17,175,176
2009,3,4,17,175,331
2010,3,4,17,175,80
2011,3,4,17,175,47
2012,3,4,17,175,51
2013,3,4,17,175,11
2014,3,4,17,175,26
2015,3,4,17,175,44
2016,3,4,17,175,34
2017,3,4,17,175,43
1979,4,4,17,175,19
1981,4,4,17,175,1
1982,4,4,17,175,1
1983,4,4,17,175,1
1987,4,4,17,175,2
1997,4,4,17,175,28
1998,4,4,17,175,25
1999,4,4,17,175,100
2000,4,4,17,175,2475
2001,4,4,17,175,165
2002,4,4,17,175,60
2008,4,4,17,175,30
2009,4,4,17,175,27
2010,4,4,17,175,8
2011,4,4,17,175,11
2012,4,4,17,175,31
2013,4,4,17,175,20
2014,4,4,17,175,4
2015,4,4,17,175,4
2016,4,4,17,175,8
2011,3,5,17,175,7
2015,1,6,17,175,12
2016,1,6,17,175,1
2009,2,6,17,175,5
2015,2,6,17,175,54
2017,2,6,17,175,1
1952,3,6,17,175,40
1953,3,6,17,175,28
1954,3,6,17,175,6
1956,3,6,17,175,1
1957,3,6,17,175,9
2007,3,6,17,175,77
2008,3,6,17,175,13
2009,3,6,17,175,138
2010,3,6,17,175,25
2011,3,6,17,175,8
2012,3,6,17,175,3
2013,3,6,17,175,3
2014,3,6,17,175,37
1952,4,6,17,175,2
1953,4,6,17,175,3
1954,4,6,17,175,16
1955,4,6,17,175,1
1956,4,6,17,175,2
1957,4,6,17,175,12
2009,4,6,17,175,3
2016,4,6,17,175,41
2017,4,6,17,175,12
1984,1,7,17,175,3
1986,1,7,17,175,1
1987,1,7,17,175,7
1993,1,7,17,175,269
1994,1,7,17,175,41
1995,1,7,17,175,63
1996,1,7,17,175,46
1997,1,7,17,175,44
1999,1,7,17,175,7
2000,1,7,17,175,64
2001,1,7,17,175,8
2003,1,7,17,175,10
2004,1,7,17,175,374
2005,1,7,17,175,359
2006,1,7,17,175,405
2007,1,7,17,175,85
2008,1,7,17,175,47
2009,1,7,17,175,156
2010,1,7,17,175,99
2011,1,7,17,175,265
2012,1,7,17,175,20
2013,1,7,17,175,85
1956,2,7,17,175,76
1957,2,7,17,175,42
1958,2,7,17,175,40
1959,2,7,17,175,49
1960,2,7,17,175,78
1961,2,7,17,175,69
1962,2,7,17,175,64
1963,2,7,17,175,33
1964,2,7,17,175,136
1965,2,7,17,175,56
1966,2,7,17,175,22
1967,2,7,17,175,8
1968,2,7,17,175,108
1969,2,7,17,175,70
1970,2,7,17,175,93
1971,2,7,17,175,78
1972,2,7,17,175,36
1973,2,7,17,175,24
1974,2,7,17,175,17
1975,2,7,17,175,106
1976,2,7,17,175,24
1977,2,7,17,175,37
1978,2,7,17,175,40
1979,2,7,17,175,60
1980,2,7,17,175,76
1981,2,7,17,175,80
1982,2,7,17,175,75
1983,2,7,17,175,60
1984,2,7,17,175,377
1985,2,7,17,175,118
1986,2,7,17,175,128
1987,2,7,17,175,81
1988,2,7,17,175,4
1989,2,7,17,175,29
1990,2,7,17,175,234
1991,2,7,17,175,181
1992,2,7,17,175,111
1993,2,7,17,175,406
1994,2,7,17,175,325
1995,2,7,17,175,1261
1996,2,7,17,175,296
1997,2,7,17,175,68
1998,2,7,17,175,496
1999,2,7,17,175,345
2000,2,7,17,175,333
2001,2,7,17,175,349
2002,2,7,17,175,289
2003,2,7,17,175,942
2004,2,7,17,175,446
2005,2,7,17,175,489
2006,2,7,17,175,563
2007,2,7,17,175,651
2008,2,7,17,175,2674
2009,2,7,17,175,2098
2010,2,7,17,175,600
2011,2,7,17,175,924
2012,2,7,17,175,529
2013,2,7,17,175,136
2014,2,7,17,175,610
2015,2,7,17,175,331
2016,2,7,17,175,1155
2017,2,7,17,175,811
1973,3,7,17,175,1
1976,3,7,17,175,11
1977,3,7,17,175,5
1978,3,7,17,175,4
1979,3,7,17,175,2
1980,3,7,17,175,2
1981,3,7,17,175,1
1982,3,7,17,175,422
1983,3,7,17,175,2
1984,3,7,17,175,170
1985,3,7,17,175,109
1986,3,7,17,175,12
1987,3,7,17,175,85
1988,3,7,17,175,48
1989,3,7,17,175,28
1992,3,7,17,175,40
1993,3,7,17,175,148.3
1994,3,7,17,175,1
1995,3,7,17,175,7
1996,3,7,17,175,5
1997,3,7,17,175,13
1998,3,7,17,175,1
1999,3,7,17,175,43
2000,3,7,17,175,2002
2001,3,7,17,175,131
2002,3,7,17,175,432
2003,3,7,17,175,1068
2004,3,7,17,175,127
2006,3,7,17,175,56
2007,3,7,17,175,283
2008,3,7,17,175,79
2009,3,7,17,175,133
2010,3,7,17,175,80
2011,3,7,17,175,310
2012,3,7,17,175,240
2013,3,7,17,175,111
2014,3,7,17,175,621
2015,3,7,17,175,537
2016,3,7,17,175,1499
2017,3,7,17,175,98
1984,4,7,17,175,4
1986,4,7,17,175,1
1992,4,7,17,175,89
1993,4,7,17,175,291.8
1994,4,7,17,175,10
1995,4,7,17,175,75
1996,4,7,17,175,18
1997,4,7,17,175,43
1999,4,7,17,175,13
2000,4,7,17,175,28
2001,4,7,17,175,7
2002,4,7,17,175,10
2003,4,7,17,175,78
2004,4,7,17,175,323
2006,4,7,17,175,547
2007,4,7,17,175,589
2008,4,7,17,175,2
2009,4,7,17,175,174
2010,4,7,17,175,879
2011,4,7,17,175,28
2012,4,7,17,175,8
2013,4,7,17,175,2
2017,4,7,17,175,1
1984,1,1,1,200,24
1985,1,1,1,200,15
1986,1,1,1,200,6
1987,1,1,1,200,9
1988,1,1,1,200,25
1989,1,1,1,200,18
1990,1,1,1,200,16
1991,1,1,1,200,14
1992,1,1,1,200,12
1996,1,1,1,200,3
1998,1,1,1,200,1
2000,1,1,1,200,19
2001,1,1,1,200,3
2002,1,1,1,200,56
2003,1,1,1,200,6
2004,1,1,1,200,6
2005,1,1,1,200,3
2006,1,1,1,200,6
2007,1,1,1,200,4
2008,1,1,1,200,1
2009,1,1,1,200,7
2010,1,1,1,200,8
2011,1,1,1,200,16
2012,1,1,1,200,55
2013,1,1,1,200,18
2014,1,1,1,200,53
2015,1,1,1,200,52
2016,1,1,1,200,27
2017,1,1,1,200,24
1984,2,1,1,200,1
1985,2,1,1,200,7
1991,2,1,1,200,7
1992,2,1,1,200,2
1996,2,1,1,200,5
1999,2,1,1,200,1
2000,2,1,1,200,3
2001,2,1,1,200,1
2002,2,1,1,200,22
2003,2,1,1,200,3
2004,2,1,1,200,5
2005,2,1,1,200,3
2008,2,1,1,200,2
2009,2,1,1,200,6
2010,2,1,1,200,5
2011,2,1,1,200,2
2012,2,1,1,200,35
2013,2,1,1,200,20
2014,2,1,1,200,38
2015,2,1,1,200,11
2016,2,1,1,200,23
2017,2,1,1,200,4
2006,3,1,1,200,1
2008,3,1,1,200,1
2015,3,1,1,200,4
1999,4,1,1,200,1
2002,4,1,1,200,2
2007,4,1,1,200,1
2009,4,1,1,200,1
2010,4,1,1,200,1
2011,4,1,1,200,1
2012,4,1,1,200,1
2013,4,1,1,200,4
2014,4,1,1,200,1
2015,4,1,1,200,3
2016,4,1,1,200,1
1983,1,2,1,200,35
1984,1,2,1,200,2
1985,1,2,1,200,5
1986,1,2,1,200,4
1987,1,2,1,200,2
1988,1,2,1,200,18
1989,1,2,1,200,35
1990,1,2,1,200,9
1991,1,2,1,200,1
1992,1,2,1,200,2
1993,1,2,1,200,12
1994,1,2,1,200,19
1995,1,2,1,200,30
1996,1,2,1,200,2
1997,1,2,1,200,7
1998,1,2,1,200,10
1999,1,2,1,200,19
2000,1,2,1,200,1
2002,1,2,1,200,1
2007,1,2,1,200,1
2011,1,2,1,200,27
2012,1,2,1,200,48
2013,1,2,1,200,79
2014,1,2,1,200,121
2015,1,2,1,200,19
2016,1,2,1,200,25
2017,1,2,1,200,15
1983,2,2,1,200,14
1984,2,2,1,200,15
1985,2,2,1,200,21
1986,2,2,1,200,3
1987,2,2,1,200,4
1989,2,2,1,200,6
1990,2,2,1,200,9
1991,2,2,1,200,7
1992,2,2,1,200,6
1993,2,2,1,200,17
1994,2,2,1,200,18
1995,2,2,1,200,17
1996,2,2,1,200,2
1997,2,2,1,200,12
1998,2,2,1,200,13
1999,2,2,1,200,18
2000,2,2,1,200,1
2001,2,2,1,200,1
2002,2,2,1,200,12
2004,2,2,1,200,4
2005,2,2,1,200,10
2006,2,2,1,200,13
2007,2,2,1,200,10
2008,2,2,1,200,2
2009,2,2,1,200,59
2010,2,2,1,200,13
2011,2,2,1,200,42
2012,2,2,1,200,39
2013,2,2,1,200,52
2014,2,2,1,200,104
2015,2,2,1,200,38
2016,2,2,1,200,55
2017,2,2,1,200,66
1983,3,2,1,200,9
1984,3,2,1,200,5
1985,3,2,1,200,5
1986,3,2,1,200,1
1989,3,2,1,200,8
1990,3,2,1,200,1
1992,3,2,1,200,1
1993,3,2,1,200,8
1994,3,2,1,200,7
1995,3,2,1,200,16
1996,3,2,1,200,8
1997,3,2,1,200,21
1998,3,2,1,200,17
1999,3,2,1,200,11
2000,3,2,1,200,2
2001,3,2,1,200,1
2002,3,2,1,200,28
2004,3,2,1,200,23
2005,3,2,1,200,29
2006,3,2,1,200,10
2007,3,2,1,200,13
2008,3,2,1,200,2
2009,3,2,1,200,226
2010,3,2,1,200,64
2011,3,2,1,200,46
2012,3,2,1,200,38
2013,3,2,1,200,73
2014,3,2,1,200,81
2015,3,2,1,200,57
2016,3,2,1,200,94
2017,3,2,1,200,78
1983,4,2,1,200,7
1984,4,2,1,200,5
1985,4,2,1,200,1
1986,4,2,1,200,8
1987,4,2,1,200,22
1988,4,2,1,200,34
1989,4,2,1,200,2
1990,4,2,1,200,3
1992,4,2,1,200,10
1993,4,2,1,200,5
1994,4,2,1,200,24
1995,4,2,1,200,6
1996,4,2,1,200,12
1997,4,2,1,200,15
1998,4,2,1,200,24
1999,4,2,1,200,50
2001,4,2,1,200,1
2002,4,2,1,200,4
2003,4,2,1,200,5
2004,4,2,1,200,21
2005,4,2,1,200,9
2006,4,2,1,200,16
2007,4,2,1,200,7
2009,4,2,1,200,5
2010,4,2,1,200,13
2011,4,2,1,200,63
2012,4,2,1,200,72
2013,4,2,1,200,95
2014,4,2,1,200,67
2015,4,2,1,200,116
2016,4,2,1,200,109
2017,4,2,1,200,124
1997,1,4,1,200,5
1998,1,4,1,200,90
1999,1,4,1,200,44
2000,1,4,1,200,161
2001,1,4,1,200,100
2002,1,4,1,200,100
2005,1,4,1,200,5
2006,1,4,1,200,9
2015,1,4,1,200,8
2016,1,4,1,200,3
2017,1,4,1,200,7
1995,2,4,1,200,20
1996,2,4,1,200,59
1997,2,4,1,200,419
1998,2,4,1,200,535
1999,2,4,1,200,385
2000,2,4,1,200,222
2001,2,4,1,200,218
2002,2,4,1,200,218
2005,2,4,1,200,88
2006,2,4,1,200,3
2015,2,4,1,200,6
2016,1,5,1,200,1
2014,3,5,1,200,81
2016,3,5,1,200,240
2007,4,5,1,200,74
2011,4,5,1,200,126
2012,4,5,1,200,12
2014,4,5,1,200,31
2015,4,5,1,200,136
2016,4,5,1,200,442
2017,4,5,1,200,639
2015,1,6,1,200,2
2017,2,6,1,200,1
2016,3,6,1,200,17
2011,4,6,1,200,2
2017,4,6,1,200,1
1987,1,7,1,200,1
1990,1,7,1,200,1
1998,1,7,1,200,5
2000,1,7,1,200,30
2001,1,7,1,200,2
2002,1,7,1,200,2
2004,1,7,1,200,1
2007,1,7,1,200,41
2008,1,7,1,200,21
2009,1,7,1,200,4
2010,1,7,1,200,1
2011,1,7,1,200,4
2013,1,7,1,200,10
1984,2,7,1,200,50
1987,2,7,1,200,60
1988,2,7,1,200,110
1991,2,7,1,200,6
1993,2,7,1,200,8
1994,2,7,1,200,284
1995,2,7,1,200,924
1996,2,7,1,200,1196
1997,2,7,1,200,1576
1998,2,7,1,200,793
1999,2,7,1,200,28
2000,2,7,1,200,2847
2001,2,7,1,200,1326
2002,2,7,1,200,1274
2003,2,7,1,200,1855
2004,2,7,1,200,1108
2005,2,7,1,200,1090
2006,2,7,1,200,1436
2007,2,7,1,200,1408
2008,2,7,1,200,1640
2009,2,7,1,200,1254
2010,2,7,1,200,993
2011,2,7,1,200,289
2012,2,7,1,200,361
2013,2,7,1,200,211
2014,2,7,1,200,124
2015,2,7,1,200,68
2016,2,7,1,200,278
2017,2,7,1,200,208
1984,3,7,1,200,51
1987,3,7,1,200,17
1988,3,7,1,200,18
1991,3,7,1,200,19
1992,3,7,1,200,45
1993,3,7,1,200,23
1994,3,7,1,200,2
1996,3,7,1,200,72
1997,3,7,1,200,301
2000,3,7,1,200,4
2003,3,7,1,200,45
2004,3,7,1,200,77
2005,3,7,1,200,53
2006,3,7,1,200,41
2007,3,7,1,200,114
2008,3,7,1,200,165
2009,3,7,1,200,182
2010,3,7,1,200,128
2011,3,7,1,200,3
2012,3,7,1,200,6
2013,3,7,1,200,90
2015,3,7,1,200,16
2016,3,7,1,200,2
2017,3,7,1,200,16
1988,4,7,1,200,3
1994,4,7,1,200,1
2004,4,7,1,200,10
2005,4,7,1,200,1
2006,4,7,1,200,16
2008,4,7,1,200,4
2009,4,7,1,200,12
2010,4,7,1,200,6
2013,4,7,1,200,1
2015,4,7,1,200,1
2017,4,7,1,200,6
1975,1,1,2,200,20
1976,1,1,2,200,6
1977,1,1,2,200,9
1978,1,1,2,200,39
1979,1,1,2,200,44
1980,1,1,2,200,49
1981,1,1,2,200,15
1975,2,1,2,200,370
1976,2,1,2,200,285
1977,2,1,2,200,116
1978,2,1,2,200,102
1979,2,1,2,200,57
1981,2,1,2,200,18
1975,1,2,2,200,2
1976,1,2,2,200,1
1977,1,2,2,200,11
1978,1,2,2,200,1
1979,1,2,2,200,35
1980,1,2,2,200,9
1981,1,2,2,200,21
1982,1,2,2,200,10
1983,1,2,2,200,26
1984,1,2,2,200,26
1985,1,2,2,200,232
1986,1,2,2,200,23
1987,1,2,2,200,53
1988,1,2,2,200,62
1989,1,2,2,200,14
1990,1,2,2,200,3
1991,1,2,2,200,37
1992,1,2,2,200,10
1993,1,2,2,200,42
1994,1,2,2,200,35
1997,1,2,2,200,1
1998,1,2,2,200,52
1999,1,2,2,200,1
2000,1,2,2,200,3
2004,1,2,2,200,6
2005,1,2,2,200,13
2006,1,2,2,200,3
2009,1,2,2,200,112.9
2010,1,2,2,200,618.9
2011,1,2,2,200,168.2
2013,1,2,2,200,22
2015,1,2,2,200,3
1971,2,2,2,200,15
1976,2,2,2,200,5
1977,2,2,2,200,6
1979,2,2,2,200,26
1980,2,2,2,200,20
1981,2,2,2,200,17
1985,2,2,2,200,85
1997,2,2,2,200,1
1998,2,2,2,200,6
1971,3,2,2,200,6
1974,3,2,2,200,1
1976,3,2,2,200,2
1979,3,2,2,200,1
1980,3,2,2,200,15
1981,3,2,2,200,57
1982,3,2,2,200,6
1985,3,2,2,200,1
1998,3,2,2,200,22
2009,3,2,2,200,25
2010,3,2,2,200,39.6
2011,3,2,2,200,164.3
2012,3,2,2,200,150.6
2013,3,2,2,200,357.1
2014,3,2,2,200,72.664269375
2015,3,2,2,200,84
2016,3,2,2,200,62
2017,3,2,2,200,24
1957,4,2,2,200,1
1966,4,2,2,200,1
1971,4,2,2,200,2
1972,4,2,2,200,1
1973,4,2,2,200,1
1974,4,2,2,200,14
1975,4,2,2,200,4
1976,4,2,2,200,45
1977,4,2,2,200,19
1978,4,2,2,200,35
1979,4,2,2,200,33
1980,4,2,2,200,154
1981,4,2,2,200,68
1982,4,2,2,200,53
1983,4,2,2,200,211
1984,4,2,2,200,138
1986,4,2,2,200,230
1987,4,2,2,200,75
1988,4,2,2,200,162
1989,4,2,2,200,106
1990,4,2,2,200,38
1991,4,2,2,200,45
1992,4,2,2,200,121
1993,4,2,2,200,54
1994,4,2,2,200,2
1995,4,2,2,200,2
1996,4,2,2,200,57
1997,4,2,2,200,26
1998,4,2,2,200,67
1999,4,2,2,200,27
2000,4,2,2,200,7
2001,4,2,2,200,11
2002,4,2,2,200,92
2003,4,2,2,200,7
2004,4,2,2,200,18
2005,4,2,2,200,13
2006,4,2,2,200,46
2007,4,2,2,200,21
2008,4,2,2,200,362.7
2009,4,2,2,200,199.7
2010,4,2,2,200,169.3
2011,4,2,2,200,165
2012,4,2,2,200,635.2
2013,4,2,2,200,340.1
2014,4,2,2,200,456.043966202
2015,4,2,2,200,490
2016,4,2,2,200,812
2017,4,2,2,200,651
1957,1,4,2,200,1
1965,1,4,2,200,3
1972,1,4,2,200,2
1973,1,4,2,200,1
1976,1,4,2,200,33
1977,1,4,2,200,16
1978,1,4,2,200,1
1979,1,4,2,200,25
1980,1,4,2,200,21
1981,1,4,2,200,68
1983,1,4,2,200,10
1984,1,4,2,200,32
1985,1,4,2,200,14
1986,1,4,2,200,65
1987,1,4,2,200,65
1988,1,4,2,200,67
1989,1,4,2,200,19
1990,1,4,2,200,22
1992,1,4,2,200,19
1996,1,4,2,200,6
1997,1,4,2,200,6
1998,1,4,2,200,33
2003,1,4,2,200,107
2007,1,4,2,200,43
2009,1,4,2,200,4
1965,2,4,2,200,2
1971,2,4,2,200,13
1975,2,4,2,200,637
1976,2,4,2,200,252
1977,2,4,2,200,381
1979,2,4,2,200,54
1980,2,4,2,200,310
1981,2,4,2,200,153
1982,2,4,2,200,8
1983,2,4,2,200,621
1984,2,4,2,200,266
1985,2,4,2,200,157
1986,2,4,2,200,284
1987,2,4,2,200,258
1988,2,4,2,200,279
1989,2,4,2,200,211
1990,2,4,2,200,333
1991,2,4,2,200,210
1992,2,4,2,200,387
1993,2,4,2,200,90
1994,2,4,2,200,61
1995,2,4,2,200,114
1996,2,4,2,200,20
1997,2,4,2,200,94
1998,2,4,2,200,188
1999,2,4,2,200,27
2001,2,4,2,200,8
2002,2,4,2,200,8
2005,2,4,2,200,177
2006,2,4,2,200,80
2007,2,4,2,200,43
2009,2,4,2,200,82.6
2010,2,4,2,200,54.4
1968,3,4,2,200,6
1975,3,4,2,200,9
1977,3,4,2,200,12
1978,3,4,2,200,1
1983,3,4,2,200,34
1993,3,4,2,200,2
1957,4,4,2,200,21
1966,4,4,2,200,12
1975,4,4,2,200,7
1977,4,4,2,200,7
1985,4,4,2,200,3
1987,4,4,2,200,12
2007,4,4,2,200,1
1986,1,5,2,200,1
1988,1,5,2,200,2
1990,1,5,2,200,11
1991,1,5,2,200,3
1992,1,5,2,200,40
1993,1,5,2,200,9
1994,1,5,2,200,9
2002,1,5,2,200,3
2009,1,5,2,200,47.6
2010,1,5,2,200,1
1971,3,5,2,200,16
1972,3,5,2,200,1
1992,3,5,2,200,4
1995,3,5,2,200,34
1996,3,5,2,200,91
1997,3,5,2,200,159
1998,3,5,2,200,106
1999,3,5,2,200,21
2000,3,5,2,200,7
2001,3,5,2,200,22
2002,3,5,2,200,45
2003,3,5,2,200,102
2004,3,5,2,200,23
