"Year","Subyear","Area","Fleet","Length_category","N"
1998,1,2,1,255,7
1999,1,2,1,255,2
2011,1,2,1,255,3
2012,1,2,1,255,1
2013,1,2,1,255,2
2014,1,2,1,255,3
2016,1,2,1,255,5
2017,1,2,1,255,3
1983,2,2,1,255,2
1984,2,2,1,255,2
1986,2,2,1,255,1
1994,2,2,1,255,1
1995,2,2,1,255,3
1997,2,2,1,255,2
1998,2,2,1,255,2
1999,2,2,1,255,2
2004,2,2,1,255,1
2007,2,2,1,255,1
2010,2,2,1,255,1
2011,2,2,1,255,3
2012,2,2,1,255,8
2013,2,2,1,255,1
2014,2,2,1,255,2
2016,2,2,1,255,3
2017,2,2,1,255,7
1984,3,2,1,255,4
1987,3,2,1,255,1
1990,3,2,1,255,6
1992,3,2,1,255,1
1993,3,2,1,255,3
1995,3,2,1,255,2
1996,3,2,1,255,3
1998,3,2,1,255,3
1999,3,2,1,255,2
2006,3,2,1,255,3
2007,3,2,1,255,8
2009,3,2,1,255,5
2010,3,2,1,255,2
2011,3,2,1,255,5
2012,3,2,1,255,2
2013,3,2,1,255,2
2014,3,2,1,255,6
2015,3,2,1,255,5
2016,3,2,1,255,5
2017,3,2,1,255,8
1983,4,2,1,255,1
1987,4,2,1,255,1
1992,4,2,1,255,1
1995,4,2,1,255,3
1996,4,2,1,255,4
1997,4,2,1,255,2
1998,4,2,1,255,4
1999,4,2,1,255,5
2001,4,2,1,255,1
2005,4,2,1,255,1
2006,4,2,1,255,1
2007,4,2,1,255,4
2011,4,2,1,255,1
2012,4,2,1,255,1
2013,4,2,1,255,1
2014,4,2,1,255,4
2015,4,2,1,255,13
2016,4,2,1,255,5
2017,4,2,1,255,12
1998,1,4,1,255,9
1999,1,4,1,255,5
2000,1,4,1,255,9
2001,1,4,1,255,1
2002,1,4,1,255,1
2005,1,4,1,255,1
1996,2,4,1,255,23
1997,2,4,1,255,32
1998,2,4,1,255,36
1999,2,4,1,255,27
2000,2,4,1,255,4
2001,2,4,1,255,1
2002,2,4,1,255,1
2005,2,4,1,255,2
2015,4,5,1,255,4
2016,4,5,1,255,1
2017,4,5,1,255,4
2017,4,6,1,255,1
1998,1,7,1,255,3
2000,1,7,1,255,1
2007,1,7,1,255,7
1987,2,7,1,255,3
1988,2,7,1,255,2
1995,2,7,1,255,92
1996,2,7,1,255,122
1997,2,7,1,255,92
1998,2,7,1,255,105
1999,2,7,1,255,8
2000,2,7,1,255,36
2001,2,7,1,255,7
2002,2,7,1,255,15
2003,2,7,1,255,58
2004,2,7,1,255,38
2005,2,7,1,255,58
2006,2,7,1,255,68
2007,2,7,1,255,88
2008,2,7,1,255,47
2009,2,7,1,255,65
2010,2,7,1,255,17
2011,2,7,1,255,10
2012,2,7,1,255,19
2013,2,7,1,255,7
2014,2,7,1,255,13
2015,2,7,1,255,5
2016,2,7,1,255,17
2017,2,7,1,255,23
1984,3,7,1,255,1
1987,3,7,1,255,1
1988,3,7,1,255,2
1992,3,7,1,255,3
2004,3,7,1,255,4
2005,3,7,1,255,1
2006,3,7,1,255,4
2007,3,7,1,255,4
2008,3,7,1,255,3
2009,3,7,1,255,1
2010,3,7,1,255,2
2016,3,7,1,255,1
2017,3,7,1,255,1
2006,4,7,1,255,1
1976,1,1,2,255,1
1977,1,1,2,255,82
1978,1,1,2,255,115
1979,1,1,2,255,78
1980,1,1,2,255,286
1981,1,1,2,255,21
1975,2,1,2,255,56
1976,2,1,2,255,147
1977,2,1,2,255,205
1978,2,1,2,255,314
1979,2,1,2,255,117
1981,2,1,2,255,34
1976,1,2,2,255,1
1977,1,2,2,255,1
1982,1,2,2,255,1
1985,1,2,2,255,4
1988,1,2,2,255,3
1990,1,2,2,255,1
1993,1,2,2,255,3
2009,1,2,2,255,2
2010,1,2,2,255,4
2011,1,2,2,255,1
1976,2,2,2,255,1
1979,2,2,2,255,2
1980,2,2,2,255,2
1981,2,2,2,255,2
1985,2,2,2,255,49
1978,3,2,2,255,1
1980,3,2,2,255,1
2009,3,2,2,255,3
2010,3,2,2,255,3
2011,3,2,2,255,15.4
2012,3,2,2,255,9
2013,3,2,2,255,7.5
2014,3,2,2,255,6.842546064
2015,3,2,2,255,5
2016,3,2,2,255,4
2017,3,2,2,255,4
1975,4,2,2,255,3
1980,4,2,2,255,1
1981,4,2,2,255,2
1982,4,2,2,255,2
1983,4,2,2,255,4
1984,4,2,2,255,3
1986,4,2,2,255,9
1987,4,2,2,255,7
1988,4,2,2,255,5
1989,4,2,2,255,4
1991,4,2,2,255,2
1992,4,2,2,255,7
1993,4,2,2,255,3
1996,4,2,2,255,1
1997,4,2,2,255,1
2000,4,2,2,255,1
2004,4,2,2,255,1
2006,4,2,2,255,3
2008,4,2,2,255,2
2009,4,2,2,255,6.8
2010,4,2,2,255,16.1
2011,4,2,2,255,8
2012,4,2,2,255,7.4
2013,4,2,2,255,10
2014,4,2,2,255,9.372798676
2015,4,2,2,255,13
2016,4,2,2,255,5
2017,4,2,2,255,14
1973,1,4,2,255,1
1976,1,4,2,255,24
1981,1,4,2,255,1
1986,1,4,2,255,1
1987,1,4,2,255,2
1989,1,4,2,255,1
1990,1,4,2,255,1
1996,1,4,2,255,1
1998,1,4,2,255,1
2007,1,4,2,255,1
1975,2,4,2,255,51
1976,2,4,2,255,47
1977,2,4,2,255,13
1980,2,4,2,255,1
1981,2,4,2,255,10
1983,2,4,2,255,17
1985,2,4,2,255,10
1986,2,4,2,255,1
1987,2,4,2,255,13
1988,2,4,2,255,27
1989,2,4,2,255,10
1990,2,4,2,255,14
1991,2,4,2,255,4
1992,2,4,2,255,6
1993,2,4,2,255,1
1994,2,4,2,255,8
1995,2,4,2,255,13
1996,2,4,2,255,3
1997,2,4,2,255,1
1998,2,4,2,255,4
2006,2,4,2,255,5
2007,2,4,2,255,2
1975,3,4,2,255,6
1977,3,4,2,255,18
1957,4,4,2,255,1
1975,4,4,2,255,1
1977,4,4,2,255,49
1993,1,5,2,255,2
1997,3,5,2,255,2
2008,3,5,2,255,1
2016,3,5,2,255,1
1986,4,5,2,255,1
1991,4,5,2,255,6
1992,4,5,2,255,9
1993,4,5,2,255,1
1996,4,5,2,255,5
1997,4,5,2,255,2
1998,4,5,2,255,1
1999,4,5,2,255,2
2004,4,5,2,255,2
2005,4,5,2,255,3
2008,4,5,2,255,7
2010,4,5,2,255,1
2013,4,5,2,255,1
2014,4,5,2,255,2
2015,4,5,2,255,1
2016,4,5,2,255,6
2017,4,5,2,255,16
1976,2,6,2,255,2
1989,2,6,2,255,4
1983,3,6,2,255,1
2004,4,6,2,255,3
2007,4,6,2,255,1
2008,4,6,2,255,1
2015,4,6,2,255,1
1975,2,7,2,255,3
1976,2,7,2,255,8
1980,2,7,2,255,2
1981,2,7,2,255,1
1983,2,7,2,255,3
1984,2,7,2,255,3
1985,2,7,2,255,28
1986,2,7,2,255,7
1987,2,7,2,255,8
1988,2,7,2,255,3
1989,2,7,2,255,9
1990,2,7,2,255,12
1992,2,7,2,255,3
1993,2,7,2,255,5
1994,2,7,2,255,2
1995,2,7,2,255,2
1996,2,7,2,255,3
1998,2,7,2,255,2
1975,3,7,2,255,1
1976,3,7,2,255,1
1977,3,7,2,255,19
1982,3,7,2,255,1
1983,3,7,2,255,3
1984,3,7,2,255,18
1985,3,7,2,255,24
1993,3,7,2,255,4
2013,4,6,4,255,1
1996,1,7,5,255,8
1999,1,7,5,255,7
2000,1,7,5,255,1
2001,1,7,5,255,2
2002,1,7,5,255,6
2005,1,7,5,255,5
2006,1,7,5,255,22
2007,1,7,5,255,14
2008,1,7,5,255,4
1991,3,7,5,255,12
2004,3,7,5,255,27
2005,3,7,5,255,146
2006,3,7,5,255,55
2007,3,7,5,255,5
2008,3,7,5,255,8
1998,4,7,5,255,31
2005,4,7,5,255,9
2006,4,7,5,255,30
2007,4,7,5,255,53
2008,4,7,5,255,5
2000,2,7,6,255,1
2001,2,7,6,255,1
2002,2,7,6,255,176
2004,2,7,6,255,3
2006,2,7,6,255,10
2007,2,7,6,255,2
2008,2,7,6,255,3
2009,1,7,7,255,17
2010,1,7,7,255,1
2011,1,7,7,255,6
2013,1,7,7,255,13
2009,2,7,7,255,46
2010,2,7,7,255,6
2011,2,7,7,255,196
2012,2,7,7,255,71
2014,2,7,7,255,7
2015,2,7,7,255,16
2016,2,7,7,255,2
2009,3,7,7,255,21
2010,3,7,7,255,1
2015,3,7,7,255,3
2016,3,7,7,255,1
2009,4,7,7,255,11
2010,4,7,7,255,4
1954,3,5,8,255,61
1955,3,5,8,255,46
1956,3,5,8,255,435
1957,3,5,8,255,57
1958,3,5,8,255,502
1959,3,5,8,255,340
1960,3,5,8,255,360
1961,3,5,8,255,1221
1962,3,5,8,255,2399
1963,3,5,8,255,96
1964,3,5,8,255,861
1965,3,5,8,255,1467
1966,3,5,8,255,689
1967,3,5,8,255,1128
1968,3,5,8,255,343
1969,3,5,8,255,407
1970,3,5,8,255,97
1971,3,5,8,255,154
1972,3,5,8,255,49
1973,3,5,8,255,16
1974,3,5,8,255,170
1975,3,5,8,255,198
1976,3,5,8,255,228
1977,3,5,8,255,87
1978,3,5,8,255,56
1979,3,5,8,255,57
1980,3,5,8,255,86
1981,3,5,8,255,41
1984,3,5,8,255,250
1958,4,5,8,255,12
1960,4,5,8,255,33
1961,4,5,8,255,140
1962,4,5,8,255,72
1966,4,5,8,255,21
1967,4,5,8,255,60
1958,3,6,8,255,2
2004,4,7,9,255,6
2005,4,7,9,255,42
1979,3,2,10,255,36
1983,3,2,10,255,22
1984,3,2,10,255,10
1985,3,2,11,255,37
1986,3,2,11,255,113
1987,3,2,11,255,92
1988,3,2,11,255,104
1989,3,2,11,255,84
1990,3,2,11,255,53
1991,3,2,11,255,3
1992,3,2,11,255,27
1993,3,2,11,255,3
1994,3,2,11,255,12
1995,3,2,11,255,17
1996,3,2,11,255,27
1997,3,2,11,255,46
1998,3,2,11,255,24
1999,3,2,11,255,13
2000,3,2,11,255,20
2001,3,2,11,255,26
2002,3,2,11,255,47
2003,3,2,11,255,16
2005,3,2,11,255,25
2007,3,2,11,255,5
2014,3,2,11,255,1
2015,3,2,11,255,1
1985,4,2,11,255,2
1987,4,2,11,255,2
1989,4,2,11,255,6
1990,4,2,11,255,8
1991,4,2,11,255,3
1996,4,2,11,255,1
1999,4,2,11,255,1
2000,4,2,11,255,2
2002,4,2,11,255,2
2003,4,2,11,255,16
2007,4,2,11,255,5
1957,2,4,12,255,0.3
1958,2,4,12,255,0.7
1963,2,4,12,255,1.1
1964,2,4,12,255,0.9
1983,2,4,12,255,4
1985,2,4,12,255,19
1992,2,4,12,255,27
1993,2,4,12,255,287
1995,2,4,12,255,130
1996,2,4,12,255,460
1997,2,4,12,255,402
2000,2,4,12,255,88
2001,2,4,12,255,1
2004,2,4,12,255,1
2005,2,4,12,255,12
2006,2,4,12,255,6
2007,2,4,12,255,13
2008,2,4,12,255,4
2000,3,4,12,255,6
2001,3,4,12,255,1
2002,3,4,12,255,3
2003,3,4,12,255,4
2004,3,4,12,255,1
2007,3,4,12,255,2
2008,3,4,12,255,4
2009,2,4,13,255,97
2010,2,4,13,255,31
2011,2,4,13,255,61
2012,2,4,13,255,53
2013,2,4,13,255,37
2014,2,4,13,255,20
2015,2,4,13,255,67
2016,2,4,13,255,156
2017,2,4,13,255,24
2010,3,4,13,255,3
2011,3,4,13,255,2
2012,3,4,13,255,1
2015,3,4,13,255,16
2016,3,4,13,255,35
2015,4,4,13,255,1
2016,4,4,13,255,10
1989,3,2,14,255,40
1990,3,2,14,255,44
1991,3,2,14,255,29
1992,3,2,14,255,36
1993,3,2,14,255,26
1994,3,2,14,255,19
1995,3,2,14,255,17
1996,3,2,14,255,42
1997,3,2,14,255,49
1998,3,2,14,255,22
1999,3,2,14,255,17
2000,3,2,14,255,14
2001,3,2,14,255,28
2002,3,2,14,255,37
2003,3,2,14,255,13
2004,3,2,14,255,35
2005,3,2,14,255,28
2006,3,2,14,255,16
2007,3,2,14,255,9
2008,3,2,14,255,3
2009,3,2,14,255,30
2010,3,2,14,255,6
2011,3,2,14,255,5
2012,3,2,14,255,7
2013,3,2,14,255,4
2015,3,2,14,255,15
2016,3,2,14,255,15
2017,3,2,14,255,11
1989,4,2,14,255,10
1990,4,2,14,255,9
1991,4,2,14,255,9
1992,4,2,14,255,1
1993,4,2,14,255,5
1994,4,2,14,255,2
1995,4,2,14,255,5
1996,4,2,14,255,29
1997,4,2,14,255,18
1998,4,2,14,255,19
1999,4,2,14,255,7
2000,4,2,14,255,29
2001,4,2,14,255,16
2004,4,2,14,255,12
2005,4,2,14,255,25
2006,4,2,14,255,17
2007,4,2,14,255,29
2008,4,2,14,255,43
2009,4,2,14,255,5
2010,4,2,14,255,3
2011,4,2,14,255,18
2012,4,2,14,255,18
2013,4,2,14,255,25
2014,4,2,14,255,17
2015,4,2,14,255,18
2016,4,2,14,255,12
2017,4,2,14,255,15
1974,3,3,14,255,17
1975,3,3,14,255,13
1976,3,3,14,255,35
1977,3,3,14,255,18
1978,3,3,14,255,10
1979,3,3,14,255,9
1980,3,3,14,255,4
1982,3,3,14,255,12
1983,3,3,14,255,17
1984,3,3,14,255,3
1991,3,3,14,255,2
1992,3,3,14,255,6
1993,3,3,14,255,13
1994,3,3,14,255,24
1995,3,3,14,255,23
1996,3,3,14,255,9
1997,3,3,14,255,3
1998,3,3,14,255,12
1999,3,3,14,255,11
2000,3,3,14,255,14
2001,3,3,14,255,16
2002,3,3,14,255,68
2003,3,3,14,255,55
2004,3,3,14,255,71
2005,3,3,14,255,51
2006,3,3,14,255,63
2007,3,3,14,255,40
2008,3,3,14,255,29
2009,3,3,14,255,41
2010,3,3,14,255,27
2011,3,3,14,255,56
2012,3,3,14,255,57
2013,3,3,14,255,61
2014,3,3,14,255,38
2015,3,3,14,255,33
2016,3,3,14,255,35
2017,3,3,14,255,43
1974,4,3,14,255,6
1976,4,3,14,255,3
1977,4,3,14,255,4
1978,4,3,14,255,1
1981,4,3,14,255,1
1984,4,3,14,255,3
1992,4,3,14,255,3
1993,4,3,14,255,7
1995,4,3,14,255,17
1996,4,3,14,255,2
1997,4,3,14,255,3
1998,4,3,14,255,3
2000,4,3,14,255,9
2001,4,3,14,255,5
2006,4,3,14,255,10
2007,4,3,14,255,8
2008,4,3,14,255,43
2009,4,3,14,255,23
2010,4,3,14,255,61
2011,4,3,14,255,19
2012,4,3,14,255,22
2013,4,3,14,255,20
2014,4,3,14,255,23
2015,4,3,14,255,41
2016,4,3,14,255,26
2017,4,3,14,255,33
1999,1,2,16,255,1
2000,1,2,16,255,1
2008,1,2,16,255,1
2010,1,2,16,255,1
2014,1,2,16,255,2
2015,1,2,16,255,2
2016,1,2,16,255,3
2017,1,2,16,255,14
1984,2,2,16,255,1
1985,2,2,16,255,8
1986,2,2,16,255,4
1987,2,2,16,255,10
1988,2,2,16,255,1
1989,2,2,16,255,17
1990,2,2,16,255,4
1991,2,2,16,255,2
1993,2,2,16,255,1
1995,2,2,16,255,1
1996,2,2,16,255,1
1997,2,2,16,255,9
1998,2,2,16,255,3
1999,2,2,16,255,4
2001,2,2,16,255,1
2002,2,2,16,255,2
2003,2,2,16,255,12
2004,2,2,16,255,3
2005,2,2,16,255,1
2007,2,2,16,255,2
2010,2,2,16,255,3
2011,2,2,16,255,2
2012,2,2,16,255,3
2014,2,2,16,255,3
2016,2,2,16,255,5
2017,2,2,16,255,1
1982,3,2,16,255,1
1983,3,2,16,255,101
1984,3,2,16,255,123
1985,3,2,16,255,224
1986,3,2,16,255,166
1987,3,2,16,255,120
1988,3,2,16,255,90
1989,3,2,16,255,121
1990,3,2,16,255,104
1991,3,2,16,255,93
1992,3,2,16,255,84
1993,3,2,16,255,81
1994,3,2,16,255,56
1995,3,2,16,255,73
1996,3,2,16,255,81
1997,3,2,16,255,109
1998,3,2,16,255,116
1999,3,2,16,255,118
2000,3,2,16,255,65
2001,3,2,16,255,103
2002,3,2,16,255,112
2003,3,2,16,255,76
2004,3,2,16,255,17
2005,3,2,16,255,15
2006,3,2,16,255,6
2007,3,2,16,255,16
2008,3,2,16,255,16
2009,3,2,16,255,42
2010,3,2,16,255,32
2011,3,2,16,255,54
2012,3,2,16,255,20
2013,3,2,16,255,11
2014,3,2,16,255,24
2015,3,2,16,255,72
2016,3,2,16,255,71
2017,3,2,16,255,59
1983,4,2,16,255,1
1986,4,2,16,255,27
1987,4,2,16,255,38
1988,4,2,16,255,7
1989,4,2,16,255,10
1990,4,2,16,255,10
1992,4,2,16,255,1
1995,4,2,16,255,3
1996,4,2,16,255,3
1997,4,2,16,255,16
1998,4,2,16,255,21
1999,4,2,16,255,17
2000,4,2,16,255,17
2001,4,2,16,255,58
2002,4,2,16,255,82
2003,4,2,16,255,246
2004,4,2,16,255,42
2005,4,2,16,255,16
2007,4,2,16,255,8
2008,4,2,16,255,28
2009,4,2,16,255,42
2010,4,2,16,255,8
2011,4,2,16,255,21
2012,4,2,16,255,18
2013,4,2,16,255,5
2014,4,2,16,255,39
2015,4,2,16,255,48
2016,4,2,16,255,36
2017,4,2,16,255,10
1960,3,2,17,255,6
1975,3,2,17,255,3
1976,3,2,17,255,19
1977,3,2,17,255,17
1978,3,2,17,255,18
1983,3,2,17,255,1
1984,3,2,17,255,1
1993,3,2,17,255,5
1994,3,2,17,255,16
1995,3,2,17,255,7
1996,3,2,17,255,14
1997,3,2,17,255,15
1998,3,2,17,255,16
1999,3,2,17,255,16
2000,3,2,17,255,4
2001,3,2,17,255,6
2002,3,2,17,255,9
2003,3,2,17,255,23
2004,3,2,17,255,16
2005,3,2,17,255,1
2009,3,2,17,255,2
2010,3,2,17,255,6
2011,3,2,17,255,8
2012,3,2,17,255,2
2013,3,2,17,255,3
2014,3,2,17,255,2
2015,3,2,17,255,2
2016,3,2,17,255,2
2017,3,2,17,255,6
1975,4,2,17,255,8
1976,4,2,17,255,21
1977,4,2,17,255,12
1978,4,2,17,255,29
1979,4,2,17,255,3
1980,4,2,17,255,16
1981,4,2,17,255,19
1982,4,2,17,255,21
1983,4,2,17,255,2
1985,4,2,17,255,2
1993,4,2,17,255,6
1994,4,2,17,255,6
1995,4,2,17,255,11
1996,4,2,17,255,17
1997,4,2,17,255,3
2001,4,2,17,255,1
2004,4,2,17,255,1
2009,4,2,17,255,1
2011,3,3,17,255,6
1978,1,4,17,255,5
1979,1,4,17,255,5
1980,1,4,17,255,3
1982,1,4,17,255,1
1986,1,4,17,255,1
1997,1,4,17,255,4
2005,1,4,17,255,2
2013,1,4,17,255,4
2014,1,4,17,255,1
2016,1,4,17,255,1
2017,1,4,17,255,3
1978,2,4,17,255,12
1979,2,4,17,255,4
1981,2,4,17,255,1
1983,2,4,17,255,1
1985,2,4,17,255,1
1997,2,4,17,255,28
1998,2,4,17,255,14
2008,2,4,17,255,3
2013,2,4,17,255,1
2017,2,4,17,255,1
1979,3,4,17,255,1
1997,3,4,17,255,32
2000,3,4,17,255,13
2001,3,4,17,255,1
2005,3,4,17,255,4
2007,3,4,17,255,4
2008,3,4,17,255,8
2009,3,4,17,255,4
2010,3,4,17,255,3
2011,3,4,17,255,2
2012,3,4,17,255,1
2016,3,4,17,255,1
2017,3,4,17,255,2
1980,4,4,17,255,4
1983,4,4,17,255,1
1987,4,4,17,255,2
1993,4,4,17,255,1
1997,4,4,17,255,5
2001,4,4,17,255,5
2008,4,4,17,255,3
2016,4,4,17,255,1
1952,3,6,17,255,24
1953,3,6,17,255,3
1954,3,6,17,255,30
1955,3,6,17,255,32
1956,3,6,17,255,34
1957,3,6,17,255,65
1958,3,6,17,255,12
1959,3,6,17,255,4
1960,3,6,17,255,20
1961,3,6,17,255,45
1952,4,6,17,255,3
1953,4,6,17,255,2
1954,4,6,17,255,7
1955,4,6,17,255,2
1956,4,6,17,255,6
1957,4,6,17,255,19
1958,4,6,17,255,2
1962,4,6,17,255,13
2004,1,7,17,255,37
2005,1,7,17,255,134
2006,1,7,17,255,157
2007,1,7,17,255,48
2008,1,7,17,255,57
2009,1,7,17,255,14
2010,1,7,17,255,15
2011,1,7,17,255,8
2012,1,7,17,255,1
1958,2,7,17,255,2
1965,2,7,17,255,22
1968,2,7,17,255,15
1970,2,7,17,255,1
1971,2,7,17,255,3
1972,2,7,17,255,3
1973,2,7,17,255,1
1975,2,7,17,255,77
1976,2,7,17,255,31
1977,2,7,17,255,31
1978,2,7,17,255,10
1979,2,7,17,255,12
1980,2,7,17,255,8
1981,2,7,17,255,4
1984,2,7,17,255,54
1985,2,7,17,255,25
1986,2,7,17,255,47
1989,2,7,17,255,11
1990,2,7,17,255,12
1991,2,7,17,255,4
1992,2,7,17,255,27
1993,2,7,17,255,3
1994,2,7,17,255,4
1995,2,7,17,255,26
1996,2,7,17,255,25
1998,2,7,17,255,184
1999,2,7,17,255,21
2000,2,7,17,255,12
2001,2,7,17,255,10
2002,2,7,17,255,7
2003,2,7,17,255,16
2004,2,7,17,255,6
2005,2,7,17,255,11
2006,2,7,17,255,106
2007,2,7,17,255,69
2008,2,7,17,255,248
2009,2,7,17,255,142
2010,2,7,17,255,37
2011,2,7,17,255,287
2012,2,7,17,255,225
2014,2,7,17,255,6
2015,2,7,17,255,1
2016,2,7,17,255,3
2017,2,7,17,255,3
1976,3,7,17,255,1
1982,3,7,17,255,50
1984,3,7,17,255,54
1985,3,7,17,255,33
1987,3,7,17,255,14
1988,3,7,17,255,17
1989,3,7,17,255,11
1990,3,7,17,255,1
1992,3,7,17,255,1
1995,3,7,17,255,1
1997,3,7,17,255,1
1999,3,7,17,255,8
2000,3,7,17,255,87
2001,3,7,17,255,33
2002,3,7,17,255,62
2003,3,7,17,255,44
2004,3,7,17,255,106
2005,3,7,17,255,1
2007,3,7,17,255,61
2009,3,7,17,255,9
2011,3,7,17,255,141
2012,3,7,17,255,3
2013,3,7,17,255,10
2014,3,7,17,255,8
2015,3,7,17,255,18
2016,3,7,17,255,3
2001,4,7,17,255,2
2002,4,7,17,255,12
2003,4,7,17,255,2
2004,4,7,17,255,129
2006,4,7,17,255,55
2007,4,7,17,255,9
2009,4,7,17,255,13
2010,4,7,17,255,123
2011,4,7,17,255,4
2012,4,7,17,255,3
1984,1,1,1,260,6
1985,1,1,1,260,3
1986,1,1,1,260,4
1987,1,1,1,260,4
1988,1,1,1,260,13
1989,1,1,1,260,3
1990,1,1,1,260,1
1991,1,1,1,260,4
1992,1,1,1,260,1
1995,1,1,1,260,1
1996,1,1,1,260,1
1999,1,1,1,260,1
2000,1,1,1,260,5
2001,1,1,1,260,2
2002,1,1,1,260,4
2003,1,1,1,260,5
2004,1,1,1,260,1
2005,1,1,1,260,4
2006,1,1,1,260,2
2007,1,1,1,260,1
2008,1,1,1,260,2
2010,1,1,1,260,8
2011,1,1,1,260,1
2012,1,1,1,260,17
2013,1,1,1,260,1
2014,1,1,1,260,11
2015,1,1,1,260,9
2016,1,1,1,260,15
2017,1,1,1,260,6
1985,2,1,1,260,2
1991,2,1,1,260,4
1992,2,1,1,260,1
1996,2,1,1,260,2
2002,2,1,1,260,1
2003,2,1,1,260,2
2004,2,1,1,260,1
2005,2,1,1,260,1
2006,2,1,1,260,1
2012,2,1,1,260,2
2013,2,1,1,260,2
2016,2,1,1,260,2
2017,2,1,1,260,3
2006,4,1,1,260,1
2010,4,1,1,260,1
2014,4,1,1,260,1
2015,4,1,1,260,1
1983,1,2,1,260,7
1990,1,2,1,260,3
1992,1,2,1,260,1
1993,1,2,1,260,3
1994,1,2,1,260,1
1995,1,2,1,260,1
1997,1,2,1,260,1
1998,1,2,1,260,3
2013,1,2,1,260,1
2016,1,2,1,260,8
2017,1,2,1,260,2
1983,2,2,1,260,2
1984,2,2,1,260,2
1985,2,2,1,260,1
1989,2,2,1,260,2
1994,2,2,1,260,1
1995,2,2,1,260,7
1998,2,2,1,260,2
1999,2,2,1,260,1
2009,2,2,1,260,3
2011,2,2,1,260,4
2012,2,2,1,260,3
2013,2,2,1,260,2
2014,2,2,1,260,2
2015,2,2,1,260,2
2017,2,2,1,260,1
1985,3,2,1,260,2
1989,3,2,1,260,2
1995,3,2,1,260,1
1996,3,2,1,260,3
2005,3,2,1,260,2
2006,3,2,1,260,1
2007,3,2,1,260,1
2009,3,2,1,260,5
2010,3,2,1,260,3
2011,3,2,1,260,4
2012,3,2,1,260,1
2013,3,2,1,260,3
2014,3,2,1,260,1
2015,3,2,1,260,2
2016,3,2,1,260,3
2017,3,2,1,260,7
1983,4,2,1,260,1
1995,4,2,1,260,3
1996,4,2,1,260,1
1998,4,2,1,260,2
2001,4,2,1,260,2
2002,4,2,1,260,1
2005,4,2,1,260,1
2006,4,2,1,260,2
2007,4,2,1,260,2
2011,4,2,1,260,2
2012,4,2,1,260,1
2013,4,2,1,260,2
2014,4,2,1,260,2
2015,4,2,1,260,15
2016,4,2,1,260,1
2017,4,2,1,260,2
1997,1,4,1,260,1
1998,1,4,1,260,6
1999,1,4,1,260,3
2000,1,4,1,260,9
2001,1,4,1,260,2
2002,1,4,1,260,2
1996,2,4,1,260,16
1997,2,4,1,260,22
1998,2,4,1,260,28
1999,2,4,1,260,19
2000,2,4,1,260,2
2001,2,4,1,260,1
2002,2,4,1,260,1
2005,2,4,1,260,2
2017,4,5,1,260,6
1998,1,7,1,260,2
2000,1,7,1,260,1
2007,1,7,1,260,1
2008,1,7,1,260,1
2013,1,7,1,260,1
1984,2,7,1,260,5
1987,2,7,1,260,2
1988,2,7,1,260,2
1994,2,7,1,260,1
1995,2,7,1,260,129
1996,2,7,1,260,104
1997,2,7,1,260,68
1998,2,7,1,260,94
1999,2,7,1,260,5
2000,2,7,1,260,42
2001,2,7,1,260,7
2002,2,7,1,260,18
2003,2,7,1,260,39
2004,2,7,1,260,26
2005,2,7,1,260,23
2006,2,7,1,260,48
2007,2,7,1,260,71
2008,2,7,1,260,38
2009,2,7,1,260,62
2010,2,7,1,260,20
2011,2,7,1,260,13
2012,2,7,1,260,18
2013,2,7,1,260,11
2014,2,7,1,260,6
2015,2,7,1,260,10
2016,2,7,1,260,14
2017,2,7,1,260,21
1984,3,7,1,260,1
1988,3,7,1,260,2
1997,3,7,1,260,48
2004,3,7,1,260,1
2007,3,7,1,260,2
2008,3,7,1,260,3
2009,3,7,1,260,2
2010,3,7,1,260,1
2016,3,7,1,260,1
2006,4,7,1,260,1
2017,4,7,1,260,2
1976,1,1,2,260,3
1977,1,1,2,260,81
1978,1,1,2,260,198
1979,1,1,2,260,75
1980,1,1,2,260,311
1981,1,1,2,260,31
1975,2,1,2,260,25
1976,2,1,2,260,155
1977,2,1,2,260,200
1978,2,1,2,260,306
1979,2,1,2,260,93
1980,2,1,2,260,3
1981,2,1,2,260,33
1978,1,2,2,260,1
1985,1,2,2,260,4
1987,1,2,2,260,1
1990,1,2,2,260,1
2004,1,2,2,260,1
2009,1,2,2,260,1
2010,1,2,2,260,1
2011,1,2,2,260,1
1971,2,2,2,260,1
1979,2,2,2,260,5
1980,2,2,2,260,2
1981,2,2,2,260,1
1985,2,2,2,260,110
1976,3,2,2,260,1
2011,3,2,2,260,4.6
2012,3,2,2,260,7
2013,3,2,2,260,7
2014,3,2,2,260,4.157453936
2015,3,2,2,260,2
2017,3,2,2,260,3
1975,4,2,2,260,2
1977,4,2,2,260,3
1980,4,2,2,260,3
1981,4,2,2,260,2
1982,4,2,2,260,2
1983,4,2,2,260,1
1984,4,2,2,260,4
1986,4,2,2,260,14
1987,4,2,2,260,5
1988,4,2,2,260,9
1989,4,2,2,260,4
1990,4,2,2,260,1
1992,4,2,2,260,4
1993,4,2,2,260,2
1996,4,2,2,260,1
2000,4,2,2,260,2
2001,4,2,2,260,2
2004,4,2,2,260,3
2006,4,2,2,260,1
2008,4,2,2,260,3
2009,4,2,2,260,1.2
